,name,sex,phone,email,address,vip
2344,Nodebechukwu Osiasse,None,18945165212,19307130344@fudan.edu.cn,"565 Kaycee Lane, Bangkok",1
2345,Aayden-James Mawada,Female,18689516050,19307130345@fudan.edu.cn,"774 Kal-El Street, Manila",0
2346,Jailyn Esmee-Beau,Female,13723215595,19307130346@fudan.edu.cn,"625 Davina Road, Buenos Aires",1
2347,Ka Ruhi,Female,13754458216,19307130347@fudan.edu.cn,"945 Roseli Street, Guangzhou",0
2348,Lera Ennis,Male,18948446655,19307130348@fudan.edu.cn,"477 Elliem Lane, Beijing",1
2349,Zubin Lucas-James,Male,18918547459,19307130349@fudan.edu.cn,"557 Luci Street, Shanghai",0
2350,Huma Ferrier,Male,19182869000,19307130350@fudan.edu.cn,"319 Eliaki Avenue, Manila",1
2351,Klaire Esmanur,Male,18915925741,19307130351@fudan.edu.cn,"747 Carra Avenue, Beijing",0
2352,Dyc Cali-Jae,Female,18684586124,19307130352@fudan.edu.cn,"798 Saurav Avenue, Madrid",1
2353,Ermia Deri-Leigh,Female,18636585521,19307130353@fudan.edu.cn,"686 Cailli Road, Paris",0
2354,Romia Jai-Jay,Female,19132425720,19307130354@fudan.edu.cn,"834 Dhana Street, Tokyo",1
2355,Rattina Corryvreckan,Female,18974567342,19307130355@fudan.edu.cn,"972 Ridoy Lane, Madrid",0
2356,Darryn Pu,Female,15818152322,19307130356@fudan.edu.cn,"866 Nuran Lane, Delhi",0
2357,Aaleia Muhammad-Huzaifah,Female,13792499492,19307130357@fudan.edu.cn,"954 Najwa Street, Shanghai",1
2358,Ekamjeet Evei,Female,15867753603,19307130358@fudan.edu.cn,"584 Floyd Lane, Sao Paulo",1
2359,Paigee Ruan,Female,18968659567,19307130359@fudan.edu.cn,"99 Shaanu Avenue, Los Angeles",1
2360,Aaizafatima Yoseph,Male,18973934805,19307130360@fudan.edu.cn,"246 Amelia Road, Delhi",1
2361,Bertold Sua,Male,18627036729,19307130361@fudan.edu.cn,"194 Sacha- Street, Shanghai",1
2362,Chyenne Tyla-May,Male,18943579045,19307130362@fudan.edu.cn,"368 Astrid Lane, Seoul",1
2363,Branan Shauney,Male,19152886147,19307130363@fudan.edu.cn,"766 Rubyja Lane, Shanghai",0
2364,Tamaki Nir,Female,19127745845,19307130364@fudan.edu.cn,"203 Adepoj Street, Shanghai",1
2365,Aleksejs Emily-Anne,Female,18990785934,19307130365@fudan.edu.cn,"639 Auriel Lane, Beijing",1
2366,Shavez Kajla,Male,18661296264,19307130366@fudan.edu.cn,"384 Nikki- Lane, Beijing",1
2367,Katlynn Kierra,Male,15877495597,19307130367@fudan.edu.cn,"753 Savann Street, Guangzhou",0
2368,Taotao Kinleigh,Male,15896086469,19307130368@fudan.edu.cn,"337 Jibran Lane, Delhi",1
2369,Breagha Anaiyah,None,19194839977,19307130369@fudan.edu.cn,"909 Fielde Lane, Tokyo",0
2370,Traci Enora,Male,15846765481,19307130370@fudan.edu.cn,"100 Marcel Lane, Bangkok",1
2371,Kol Alara,Male,13778749842,19307130371@fudan.edu.cn,"112 Ledley Street, Hong Kong",0
2372,Conolyn Lennex,Male,18919030389,19307130372@fudan.edu.cn,"790 Thanap Road, Bangkok",0
2373,Maleeya Talha,Female,18620396951,19307130373@fudan.edu.cn,"575 Ellsa Lane, Madrid",1
2374,Creggan Layora,Female,18625194698,19307130374@fudan.edu.cn,"259 Kaliya Lane, Sao Paulo",0
2375,Giorgie River-Rose,Male,18632043707,19307130375@fudan.edu.cn,"394 Zahraa Lane, Beijing",0
2376,Kianna Aman,Female,18690744964,19307130376@fudan.edu.cn,"503 Calton Street, Bangkok",1
2377,Sanuli Ye,Female,18640909874,19307130377@fudan.edu.cn,"882 Mehgan Avenue, London",0
2378,Ingerid Stazja,Female,15814351538,19307130378@fudan.edu.cn,"821 Mal'ak Lane, Madrid",1
2379,Anthony-Richard Tvesta,Male,18988547221,19307130379@fudan.edu.cn,"240 Siyaya Avenue, Los Angeles",1
2380,Jabril Nylah-Grace,Male,15829422312,19307130380@fudan.edu.cn,"433 Ellis- Avenue, London",0
2381,Maggi Shanzeh,Female,13767547616,19307130381@fudan.edu.cn,"230 Vincen Road, Bangkok",1
2382,Parinitha Mahirah,Male,15890939505,19307130382@fudan.edu.cn,"778 Frazie Street, Guangzhou",0
2383,Sophia-Lillie Aaron-John,Male,18930370546,19307130383@fudan.edu.cn,"971 Mattha Lane, Delhi",1
2384,Lutza Kassi,Male,15866497970,19307130384@fudan.edu.cn,"744 Mirac Avenue, Shanghai",1
2385,Ariabella Risako,Male,13729424574,19307130385@fudan.edu.cn,"860 Mallku Avenue, Sao Paulo",1
2386,Casper Bazil,Female,15846935877,19307130386@fudan.edu.cn,"156 Vaness Avenue, Delhi",0
2387,Carson-Lewis Kaylor,Male,18674215782,19307130387@fudan.edu.cn,"344 Adjoa Street, London",1
2388,Hayka Goldie,Male,15882085174,19307130388@fudan.edu.cn,"923 Keirso Avenue, Buenos Aires",0
2389,Nico-Alexander Yaro,Female,13793875604,19307130389@fudan.edu.cn,"109 Gabi Lane, Sao Paulo",0
2390,Keavni Demi-Mae,Male,18921442133,19307130390@fudan.edu.cn,"370 Fynley Road, London",0
2391,Brodi Gopi,Male,13733347527,19307130391@fudan.edu.cn,"268 Amiyah Road, Los Angeles",1
2392,Sourya Kameela,Male,18980406748,19307130392@fudan.edu.cn,"42 Eden-L Lane, Bangkok",1
2393,Grace-Iyla Aoibhe,Female,18631986087,19307130393@fudan.edu.cn,"583 Chisom Avenue, Tokyo",1
2394,Ambe-Rose Gerrard,Male,15883694634,19307130394@fudan.edu.cn,"377 Tanith Street, Seoul",0
2395,Mann Jaykub,Female,18615399606,19307130395@fudan.edu.cn,"27 Ardan Avenue, Sao Paulo",1
2396,Emily-James Keron,Female,18612048813,19307130396@fudan.edu.cn,"545 Cleo Avenue, Bangkok",0
2397,Miquel Magsud,Female,13727682642,19307130397@fudan.edu.cn,"508 Kodi-M Road, Sao Paulo",1
2398,Geuomata Amari-Rose,Male,13712418235,19307130398@fudan.edu.cn,"435 Shaine Avenue, Tokyo",1
2399,Adetutu Jahvon,Male,15829826480,19307130399@fudan.edu.cn,"784 Lahna Lane, Sao Paulo",0
2400,Athan Haoming,Female,15883085554,19307130400@fudan.edu.cn,"579 Maisyn Avenue, Manila",1
2401,Ebbonie-Anne Dovydas,Female,13744382283,19307130401@fudan.edu.cn,"77 Zilan Road, Buenos Aires",0
2402,Oskaras Ariadne,Male,15814703402,19307130402@fudan.edu.cn,"953 Ebosol Lane, Delhi",1
2403,Lochlan-Roy Moriiyanu,Male,13719694700,19307130403@fudan.edu.cn,"150 Madina Avenue, Manila",0
2404,Redmond Mahirrodi,Female,18638797059,19307130404@fudan.edu.cn,"417 Siham Lane, Madrid",0
2405,Lyna Harper-May,Male,19121135527,19307130405@fudan.edu.cn,"639 Robert Avenue, Paris",1
2406,Souleymane Miela-Rose,Female,15857225176,19307130406@fudan.edu.cn,"41 Lilyan Street, London",0
2407,Demi-Rose Kaileb-William,None,19130899435,19307130407@fudan.edu.cn,"754 Carson Street, Shanghai",0
2408,Sydney Mahib,Male,13782718679,19307130408@fudan.edu.cn,"71 Danilo Road, Madrid",1
2409,Prinze Tomaz,Male,18999549706,19307130409@fudan.edu.cn,"910 Sauyer Road, Delhi",1
2410,Odessa Lacy,Male,13778252538,19307130410@fudan.edu.cn,"299 Claudi Street, Tokyo",1
2411,Alexus Rukayya,Male,18635453825,19307130411@fudan.edu.cn,"297 Glory Lane, Buenos Aires",0
2412,Caya Terezia,Female,13756116974,19307130412@fudan.edu.cn,"565 Yaqoot Street, Bangkok",0
2413,Justis Naiva,Female,13740998555,19307130413@fudan.edu.cn,"798 Syrah Avenue, Seoul",0
2414,Rhoma Sefina,Female,18980526531,19307130414@fudan.edu.cn,"541 Aona Street, Madrid",0
2415,Milissa Meghan,Male,18629175940,19307130415@fudan.edu.cn,"249 Hyeons Road, Sao Paulo",0
2416,Sorche Aretousa,Female,19112914275,19307130416@fudan.edu.cn,"392 Antek Road, Paris",0
2417,Sankung Eden,Male,13738559183,19307130417@fudan.edu.cn,"719 Taleig Road, Shanghai",1
2418,Qaria Mersana,Female,19113197278,19307130418@fudan.edu.cn,"746 Aida-M Lane, Seoul",1
2419,Gurkirit Talvir,Female,19147362400,19307130419@fudan.edu.cn,"888 Jasroo Street, Los Angeles",0
2420,Rhuiradh Adanna,Male,15815648777,19307130420@fudan.edu.cn,"716 Kopely Avenue, Delhi",1
2421,Chanuthmee Ewomaoghenezino,Male,13761841191,19307130421@fudan.edu.cn,"367 Kiaya Road, Paris",0
2422,Dinis Abdurahman,Female,13713194427,19307130422@fudan.edu.cn,"587 Reggie Road, Guangzhou",0
2423,Allyson Berat,Female,18670284756,19307130423@fudan.edu.cn,"523 Vanish Road, Manila",0
2424,Zacharie Gabriels,Male,15882968528,19307130424@fudan.edu.cn,"332 Meghan Road, Buenos Aires",0
2425,Wylde Mama,Male,13729637377,19307130425@fudan.edu.cn,"792 Christ Street, Beijing",1
2426,Rainie-Capri Maxwel,Female,18943703169,19307130426@fudan.edu.cn,"258 Jaydi Lane, Beijing",1
2427,Vidur Keiva,Female,13723523988,19307130427@fudan.edu.cn,"480 Harsee Road, Madrid",0
2428,Adhain Aidenjohn,Female,15820836211,19307130428@fudan.edu.cn,"28 Muhab Lane, Buenos Aires",0
2429,Braxton Saymeen,Female,19128653529,19307130429@fudan.edu.cn,"379 Cahl Street, Beijing",0
2430,Manseerat Oghenemine,Female,19137830265,19307130430@fudan.edu.cn,"768 Living Avenue, Manila",1
2431,Kaimee Ceeva,Female,13762413929,19307130431@fudan.edu.cn,"832 Cru Avenue, Buenos Aires",0
2432,Humaid Rumana,Female,15874456576,19307130432@fudan.edu.cn,"716 Xante Avenue, Buenos Aires",1
2433,Yufan Izhaan,Male,13771483332,19307130433@fudan.edu.cn,"54 Brynn Lane, Bangkok",0
2434,Auston Belle-Louise,Female,15895338647,19307130434@fudan.edu.cn,"822 Ivory Lane, Shanghai",1
2435,Ameliya Ezz,Male,19148336193,19307130435@fudan.edu.cn,"569 Grace- Lane, Seoul",0
2436,Sehrena Faye-Hazel,Male,18693903297,19307130436@fudan.edu.cn,"339 Stepha Street, Shanghai",1
2437,Solveig Toma,Male,15859018925,19307130437@fudan.edu.cn,"97 Frannk Street, Delhi",1
2438,Coast Jon-Jo,None,18652618061,19307130438@fudan.edu.cn,"760 Aylin Street, Sao Paulo",0
2439,Samu Adelya,Male,13726331200,19307130439@fudan.edu.cn,"486 Thrish Road, Los Angeles",0
2440,Ursula Paramveer,Male,13797809942,19307130440@fudan.edu.cn,"665 Mikaay Road, Madrid",1
2441,Seyon Eeva,Male,19178927023,19307130441@fudan.edu.cn,"736 Yukio Road, Los Angeles",0
2442,Grigorijs Rudhi,Male,19162246996,19307130442@fudan.edu.cn,"399 Domani Lane, Madrid",1
2443,Niva Ziqing,Male,19153004159,19307130443@fudan.edu.cn,"491 Lilyma Street, Delhi",1
2444,Alix-Jai Amanda-May,Male,18616031507,19307130444@fudan.edu.cn,"286 Oluwas Lane, Tokyo",0
2445,Deri Layal,Male,19124055198,19307130445@fudan.edu.cn,"937 Franch Street, Madrid",1
2446,Rosie-Lee Hura,Male,18624227937,19307130446@fudan.edu.cn,"29 Jagna Avenue, Bangkok",0
2447,Arran-James Nevaeh-Olivia,None,18946614024,19307130447@fudan.edu.cn,"523 Noella Avenue, Bangkok",0
2448,Nawaz Arrianna,Female,19167076876,19307130448@fudan.edu.cn,"174 Kobich Avenue, Sao Paulo",1
2449,Sairah Terri,Male,18912909771,19307130449@fudan.edu.cn,"428 Afzal Lane, Buenos Aires",1
2450,Lucine Hiroshi,Male,15896110708,19307130450@fudan.edu.cn,"368 Darla- Street, Buenos Aires",0
2451,Zennor Ismaila,Male,18657117361,19307130451@fudan.edu.cn,"66 Valya Avenue, Seoul",1
2452,Bruan Valya,Female,13738084538,19307130452@fudan.edu.cn,"222 Polyxe Road, Paris",1
2453,Skye-Leigh Iliana-Nara,Male,15853614032,19307130453@fudan.edu.cn,"169 Hayley Road, Madrid",0
2454,Fabian Lana-Jade,Male,13764481040,19307130454@fudan.edu.cn,"950 Teela Road, Paris",0
2455,Adyn Obiaghanwa,Male,15818965659,19307130455@fudan.edu.cn,"275 Ayushi Lane, London",0
2456,Abygael Princess-Tamia,Male,18918914968,19307130456@fudan.edu.cn,"876 Luz Street, Bangkok",0
2457,Shraddha Neve,Male,15826455498,19307130457@fudan.edu.cn,"591 Camero Street, Manila",0
2458,Kelbie Keiko,Female,19139635702,19307130458@fudan.edu.cn,"367 Halcro Avenue, Shanghai",0
2459,Ryla Faheem,Female,19112122702,19307130459@fudan.edu.cn,"296 Franci Street, Tokyo",0
2460,Alice-Rose Nadzieja,Female,19127467964,19307130460@fudan.edu.cn,"979 Aleida Avenue, Shanghai",1
2461,Shah Chris-Laurell,Female,19163412959,19307130461@fudan.edu.cn,"460 Namah Avenue, Seoul",1
2462,Teri-Leigh Kayleen,Male,18660692196,19307130462@fudan.edu.cn,"711 Meriam Street, Hong Kong",0
2463,Keiton Sharvin,Female,18990723641,19307130463@fudan.edu.cn,"25 Ye Lane, Los Angeles",1
2464,Theodor Damien-Lee,Female,13745413768,19307130464@fudan.edu.cn,"542 Przemy Street, Paris",1
2465,Cailon Meadow-Rose,Male,18929167743,19307130465@fudan.edu.cn,"76 Jacobo Avenue, Beijing",1
2466,Taylar Lily-Beth,Female,19192445563,19307130466@fudan.edu.cn,"24 Magnus Avenue, Guangzhou",0
2467,Kalliopi Marken,Male,15886229913,19307130467@fudan.edu.cn,"717 Nydee Road, Seoul",0
2468,Hyeonseo Alexander-John,Female,18971761555,19307130468@fudan.edu.cn,"986 Zyla Street, Buenos Aires",0
2469,Ningyuan Tayanee,Female,15846274420,19307130469@fudan.edu.cn,"271 Rahmaa Lane, Seoul",0
2470,Ellicia Aleksja,Female,15859816025,19307130470@fudan.edu.cn,"184 Manny Lane, Bangkok",0
2471,Cahra Nehir,None,19115122371,19307130471@fudan.edu.cn,"897 Tibor Street, London",0
2472,Oluwagbemisola Matilda-Rose,Female,18928804317,19307130472@fudan.edu.cn,"189 Kenit Road, London",0
2473,Jun Llyal,None,18931760789,19307130473@fudan.edu.cn,"353 Kiash Avenue, Guangzhou",1
2474,Irruj Launie,Female,13716962831,19307130474@fudan.edu.cn,"240 Tarka Lane, Madrid",0
2475,Maxen Afia,Female,15864324780,19307130475@fudan.edu.cn,"414 Dorota Avenue, Tokyo",1
2476,Candy Leyton,Male,19171789194,19307130476@fudan.edu.cn,"737 Adira Avenue, Buenos Aires",0
2477,Marieke Herbert,None,18648165909,19307130477@fudan.edu.cn,"221 Shafe Street, Sao Paulo",0
2478,Joshuah Russell,Female,13733447747,19307130478@fudan.edu.cn,"656 Malvik Street, Los Angeles",1
2479,Lanah Tazkia,Male,18660693707,19307130479@fudan.edu.cn,"275 Carsyn Street, Tokyo",1
2480,Jianxuan Rearabetsoe,Male,18634655668,19307130480@fudan.edu.cn,"75 Kara-G Road, Hong Kong",1
2481,Annelise Baili,Female,18620919225,19307130481@fudan.edu.cn,"105 Robyn- Lane, Manila",0
2482,Ledley Layhla,Male,19169147718,19307130482@fudan.edu.cn,"514 Laiton Road, Buenos Aires",1
2483,Zalouh Rewon,Female,19183670684,19307130483@fudan.edu.cn,"626 Davie Avenue, Buenos Aires",0
2484,Anuja Laighaa,Male,18984660908,19307130484@fudan.edu.cn,"575 Nathan Road, Buenos Aires",1
2485,Azealia Siham,Male,18650925983,19307130485@fudan.edu.cn,"24 Osakiu Lane, Beijing",0
2486,Binky Josef,Male,15867671288,19307130486@fudan.edu.cn,"151 Eva Avenue, Sao Paulo",1
2487,Kaiesha Kacey-Jane,Male,18696504377,19307130487@fudan.edu.cn,"691 Belal Street, Manila",1
2488,Chenul Mahum,Male,13726393821,19307130488@fudan.edu.cn,"540 Lu Lane, Hong Kong",0
2489,Majda Cogan,Male,15898085612,19307130489@fudan.edu.cn,"355 Ronnin Road, Paris",0
2490,Callum Pawandeep,Male,18628739038,19307130490@fudan.edu.cn,"630 Darcie Street, Manila",1
2491,Nihan Aine,Male,18644745742,19307130491@fudan.edu.cn,"768 Laura Lane, Beijing",0
2492,Keanen Jameelah,Female,18957654480,19307130492@fudan.edu.cn,"272 Talish Lane, Tokyo",0
2493,Mortimer Bertie,Female,18938045566,19307130493@fudan.edu.cn,"607 Nico-A Lane, Seoul",0
2494,Tasneem Lizy,Female,13790231563,19307130494@fudan.edu.cn,"146 Diezel Lane, Seoul",1
2495,Shyam Danish,Male,18998042775,19307130495@fudan.edu.cn,"781 Reme Road, Sao Paulo",1
2496,Ailidh Solaia,Female,15895358857,19307130496@fudan.edu.cn,"98 Niadh Street, Seoul",1
2497,Seace Jasmine,Male,13756693914,19307130497@fudan.edu.cn,"109 Ezmai Street, Madrid",1
2498,Jaxon-Taylor Milah,Male,19179484414,19307130498@fudan.edu.cn,"379 Norri Lane, Los Angeles",1
2499,Ameira Anna-Jayne,Male,13758231121,19307130499@fudan.edu.cn,"820 Lio Street, London",0
2500,Riccardo Deacyn,Male,18695131156,19300180000@fudan.edu.cn,"693 Gallac Road, Seoul",0
2501,Vayu Elleass,None,18964933061,19300180001@fudan.edu.cn,"667 Blathn Avenue, Shanghai",1
2502,Resse Texis,Female,19137551894,19300180002@fudan.edu.cn,"804 Rylee- Lane, Hong Kong",0
2503,Nahkita Rafaela,Female,18628384908,19300180003@fudan.edu.cn,"233 Rumays Avenue, Madrid",1
2504,Travis Shreedatt,Female,13715479686,19300180004@fudan.edu.cn,"12 Venko Avenue, Hong Kong",1
2505,Llewyn Correyleigh,Male,19154844207,19300180005@fudan.edu.cn,"271 Gurman Street, Tokyo",0
2506,Charvik Emiola,Male,18916742359,19300180006@fudan.edu.cn,"487 Lewis- Lane, Madrid",1
2507,Owain Christianna,Female,15839082664,19300180007@fudan.edu.cn,"997 Alyn Lane, Beijing",0
2508,Kadee-Rose Avah-Dannielle,Male,15896070147,19300180008@fudan.edu.cn,"721 Sophia Road, Madrid",1
2509,Alisia Samer,Female,19139518144,19300180009@fudan.edu.cn,"722 Somto Road, Delhi",0
2510,Dilneet Thomas-Lee,Male,18690316435,19300180010@fudan.edu.cn,"773 Mora Road, Seoul",0
2511,Jameson Solana,Female,18617985938,19300180011@fudan.edu.cn,"668 Jinesh Street, Bangkok",0
2512,Kaminieli Jak-John,Male,13784389573,19300180012@fudan.edu.cn,"549 Jareth Lane, Delhi",1
2513,Trudie Kaswa,Female,19170758225,19300180013@fudan.edu.cn,"590 Clota Road, Shanghai",0
2514,Ayomiyato Arsel,Female,13744163175,19300180014@fudan.edu.cn,"42 Israel Road, Shanghai",1
2515,Stevie-Grace Gayan,Female,18690367103,19300180015@fudan.edu.cn,"407 Olena Lane, Guangzhou",0
2516,Balin Kasabelle,Female,18967100496,19300180016@fudan.edu.cn,"735 Sri Avenue, Los Angeles",0
2517,Nisa-Nelli Yuvin,Female,18623978948,19300180017@fudan.edu.cn,"510 Arhab Lane, Tokyo",1
2518,Ano Maico,Male,13766028715,19300180018@fudan.edu.cn,"600 Kelsie Street, Shanghai",1
2519,Saeed Lolah,Male,18645114938,19300180019@fudan.edu.cn,"106 Pei Street, London",1
2520,Ryleigh Dominic-James,Male,13738823499,19300180020@fudan.edu.cn,"270 Kojo Avenue, Buenos Aires",0
2521,Zakriya Laylah-Marie,Female,18997827404,19300180021@fudan.edu.cn,"680 Christ Avenue, Madrid",0
2522,Caelinn Immogen,Male,13766849995,19300180022@fudan.edu.cn,"345 Kamina Street, Buenos Aires",1
2523,Shezan Yakub,Female,19135772565,19300180023@fudan.edu.cn,"803 Irvyn Street, Guangzhou",1
2524,Hunor Roise,Male,15885047793,19300180024@fudan.edu.cn,"666 Lita Street, London",1
2525,Summer-Lynn Minen,Male,13782865447,19300180025@fudan.edu.cn,"435 Pranav Avenue, Seoul",0
2526,Hoorain Chaya,Female,13726927633,19300180026@fudan.edu.cn,"944 Faryl Avenue, Manila",0
2527,Gagandeep Muntaha,Female,13779610541,19300180027@fudan.edu.cn,"12 Avah-R Avenue, Hong Kong",0
2528,Taleah Rhy-Lee,Male,18911310731,19300180028@fudan.edu.cn,"652 Omer Avenue, Sao Paulo",0
2529,Sahar Sasa,Female,18986258599,19300180029@fudan.edu.cn,"959 Llayto Avenue, Bangkok",1
2530,Caysie Rasan,Female,15871525562,19300180030@fudan.edu.cn,"953 Layla- Street, Bangkok",0
2531,Dava Dhruvah,Female,19183439809,19300180031@fudan.edu.cn,"644 Arra Avenue, Shanghai",0
2532,Martin-Oliver Kealii,Male,18643129752,19300180032@fudan.edu.cn,"54 Tomilo Avenue, Bangkok",1
2533,Leagsaidh Kexun,Female,13763813735,19300180033@fudan.edu.cn,"790 Dolore Road, Paris",0
2534,Eliza-Rose Emilia-Rose,Female,19144713856,19300180034@fudan.edu.cn,"500 Asim Lane, Madrid",1
2535,Lochloinn Kohdyn,Female,13735074202,19300180035@fudan.edu.cn,"618 Laurya Lane, Sao Paulo",1
2536,Vrunda Reeha,Male,19180286249,19300180036@fudan.edu.cn,"433 Kyra-L Street, Paris",0
2537,Nhan Tulisa-Rose,Male,15817899067,19300180037@fudan.edu.cn,"277 Colm Lane, Beijing",1
2538,Matilda Breigha,Female,18651228044,19300180038@fudan.edu.cn,"714 Khazra Avenue, Tokyo",0
2539,Keegan-James Yomna,Female,18652563616,19300180039@fudan.edu.cn,"113 Enyo Road, Los Angeles",0
2540,Ellis-J Ella-Michelle,Female,15844860513,19300180040@fudan.edu.cn,"623 Brhian Street, Bangkok",1
2541,Sehee Ees'haq,Female,18641455833,19300180041@fudan.edu.cn,"264 Caleil Lane, Madrid",1
2542,Abey Liburna,Female,19182621035,19300180042@fudan.edu.cn,"592 Sukrit Road, Buenos Aires",0
2543,Shyvanna-Keira Mysha,None,13740173728,19300180043@fudan.edu.cn,"181 Erdi Road, Hong Kong",0
2544,Rileey Lan,Female,15850560818,19300180044@fudan.edu.cn,"21 Israel Lane, Madrid",0
2545,Orlah-Grace Maura,Female,15878740786,19300180045@fudan.edu.cn,"335 James- Street, Madrid",1
2546,Darcie-Rose Kell,Female,19159235037,19300180046@fudan.edu.cn,"967 Kerri- Avenue, Shanghai",1
2547,Oreoluwakitan Aabha,None,15882107782,19300180047@fudan.edu.cn,"42 Goten Street, Seoul",0
2548,Balil Gibby,Female,19191066915,19300180048@fudan.edu.cn,"909 Kamsiy Road, Guangzhou",1
2549,Zipporah Wojech,Male,18644888226,19300180049@fudan.edu.cn,"276 Zamaar Lane, Sao Paulo",1
2550,Ekaterena Maleya,Female,19160259283,19300180050@fudan.edu.cn,"599 Lilly- Street, Bangkok",0
2551,Maiyah Corinne,Female,13771649459,19300180051@fudan.edu.cn,"225 Annali Avenue, Delhi",1
2552,Oshan Alduin,Male,13719994325,19300180052@fudan.edu.cn,"333 Shreya Lane, Hong Kong",1
2553,Acoidan Mena,Female,15850216294,19300180053@fudan.edu.cn,"580 Gwynn Road, Shanghai",1
2554,Keirra Billiejean,Male,15816994669,19300180054@fudan.edu.cn,"340 Alwena Street, Manila",1
2555,Patricija Kacieleigh,Female,19151268565,19300180055@fudan.edu.cn,"641 Taio Avenue, Paris",1
2556,Kristofers Sayyid,Male,19115674824,19300180056@fudan.edu.cn,"127 Kergan Road, Hong Kong",1
2557,Macson Cobai-James,Female,18689114883,19300180057@fudan.edu.cn,"44 Gabria Lane, Los Angeles",1
2558,Cadhla-Rose Didmantas,Male,18982542770,19300180058@fudan.edu.cn,"691 Bonny Avenue, Hong Kong",1
2559,Arib Zawad,Male,18994380888,19300180059@fudan.edu.cn,"23 Neymar Street, Buenos Aires",1
2560,Hanaan Masroor,Female,19134417900,19300180060@fudan.edu.cn,"253 Reyaan Street, Shanghai",0
2561,Elsie-May Parisha,Female,18915064582,19300180061@fudan.edu.cn,"875 Radman Street, Buenos Aires",0
2562,Atrasnu Navina,Male,13781853718,19300180062@fudan.edu.cn,"728 Nahumv Road, Hong Kong",1
2563,Mifrah Allisha,Female,13728900224,19300180063@fudan.edu.cn,"155 Esmond Lane, Hong Kong",0
2564,Naithen Rebekah-Leah,Female,13719845593,19300180064@fudan.edu.cn,"421 Kamy Road, Los Angeles",1
2565,Eijaz Hailo,Male,13782403448,19300180065@fudan.edu.cn,"302 Maci-L Lane, Los Angeles",0
2566,Lillyann Fearchar,Male,18633765299,19300180066@fudan.edu.cn,"769 Nadrat Road, Paris",0
2567,Laela Brie,Male,18668420920,19300180067@fudan.edu.cn,"661 Billie Avenue, Manila",0
2568,Malaikah Wes,Male,15817525987,19300180068@fudan.edu.cn,"127 Osmond Street, Bangkok",1
2569,Lani Mercedes,Male,18936259450,19300180069@fudan.edu.cn,"489 Tayaba Road, Hong Kong",1
2570,Neola Crombie,Male,18659646148,19300180070@fudan.edu.cn,"66 Alysia Road, Paris",1
2571,Makena Kaycey-Anne,Female,13713714158,19300180071@fudan.edu.cn,"859 Tia Street, Los Angeles",0
2572,Chimdike Imam,None,15814294297,19300180072@fudan.edu.cn,"918 Krishn Avenue, Manila",0
2573,Jonna Oduname,Female,15882629527,19300180073@fudan.edu.cn,"477 Madina Lane, Delhi",1
2574,Hunsvi Yosias,None,18650512722,19300180074@fudan.edu.cn,"394 Orren Street, Seoul",0
2575,Jaida Kaylem,Female,18973085005,19300180075@fudan.edu.cn,"285 Sora Lane, Shanghai",0
2576,Ellenor Delwin,None,18937785857,19300180076@fudan.edu.cn,"785 Marib Road, Hong Kong",0
2577,Farah-Rose Kierah,Male,18660145205,19300180077@fudan.edu.cn,"8 Katrin Lane, Seoul",0
2578,D'arcy Arish,Male,13782259244,19300180078@fudan.edu.cn,"192 Zara-G Street, Seoul",1
2579,Kena Jos,Female,18988880465,19300180079@fudan.edu.cn,"341 Sahana Road, Tokyo",0
2580,Noora Kamsi,Female,13758406674,19300180080@fudan.edu.cn,"273 Rijja Street, Beijing",0
2581,Pearlfreyja Rhone,Female,19168559389,19300180081@fudan.edu.cn,"349 Maely Street, Manila",1
2582,Pawan Khylin,Male,18696283353,19300180082@fudan.edu.cn,"915 Osato Avenue, Bangkok",1
2583,David-Mihai Khleo,Male,15844837600,19300180083@fudan.edu.cn,"249 Yoland Avenue, London",0
2584,Aris Djordi,Female,18951677494,19300180084@fudan.edu.cn,"711 Bipash Road, Delhi",1
2585,Pankhuri Deryn,Male,15863888795,19300180085@fudan.edu.cn,"35 Kaci-E Street, Tokyo",1
2586,Emileigh-Rose Cassara,Male,18980572842,19300180086@fudan.edu.cn,"132 Khalee Street, Bangkok",1
2587,Kara-Lee Seereena,Male,13757791789,19300180087@fudan.edu.cn,"876 Aston- Lane, Seoul",0
2588,Evonie Violet-Maria,Male,13715708581,19300180088@fudan.edu.cn,"280 Rithik Road, Los Angeles",1
2589,Chidalu Marie-Lucie,Male,19140905048,19300180089@fudan.edu.cn,"142 Kai-De Lane, Guangzhou",0
2590,Miroslawa Oluwaseyifunmi,Male,18662836339,19300180090@fudan.edu.cn,"482 Kassid Road, Sao Paulo",1
2591,Maksimas Kholsen,Female,13719707025,19300180091@fudan.edu.cn,"529 Sumant Street, Seoul",1
2592,Matthis John,Female,18952618908,19300180092@fudan.edu.cn,"699 Marsel Avenue, Madrid",1
2593,Kezban Lorelye,Male,18952388447,19300180093@fudan.edu.cn,"113 Saratu Lane, Beijing",0
2594,Cyrus Amarachi,Female,18627685524,19300180094@fudan.edu.cn,"485 Lowri Street, Paris",0
2595,Romi-Lea Lewellyn,Male,18649961113,19300180095@fudan.edu.cn,"463 Arthei Avenue, Guangzhou",1
2596,Lucian-Leslie Anorah,Female,18638291219,19300180096@fudan.edu.cn,"61 Mahran Street, Paris",0
