,name,phone_number,email,contacts,address
1856,Nathaniel-Jace House,18971779283,19307110356@sjtu.edu.cn,Darla-Marie Dhanjay,"232 Myler Avenue, Tokyo"
1857,Farhana Press,19199751073,19307110357@sjtu.edu.cn,Bernard Jamaal,"744 Aarne Lane, Buenos Aires"
1858,Zeph House,15899432147,19307110358@sjtu.edu.cn,Skyla-Faith Shaney,"458 Lilibet Avenue, Tokyo"
1859,Rino Books,15844449595,19307110359@sjtu.edu.cn,December-Lee Odhren,"731 Drake Road, Buenos Aires"
1860,Iysha's,18653625413,19307110360@sjtu.edu.cn,Hilarie Dempster,"932 Lionie Avenue, Tokyo"
1861,Alyeah House,13711602391,19307110361@sjtu.edu.cn,Emer Asger,"388 Aisleyne Avenue, Bangkok"
1862,Abdulhadi Press,18959890857,19307110362@sjtu.edu.cn,Dajana Sabriah,"980 Ellenora Road, Shanghai"
1863,Damilson's,13763568767,19307110363@sjtu.edu.cn,Amelia-Isabella Lyannah,"135 Kayla-Lo Avenue, Seoul"
1864,Arlay Books,13753015428,19307110364@sjtu.edu.cn,Emeli-Grace Vritika,"791 Ayoola Road, Buenos Aires"
1865,Channing-Lee Books,15842495694,19307110365@sjtu.edu.cn,Theresa-Marie Saamia,"947 April-Gr Avenue, Buenos Aires"
1866,Yangyi Books,19170675930,19307110366@sjtu.edu.cn,Sultaan Karla-Rose,"292 Leannah Avenue, Bangkok"
1867,Saliah's,19165753468,19307110367@sjtu.edu.cn,Imilian Aminah,"431 Teri Avenue, Beijing"
1868,Xixian House,13746445609,19307110368@sjtu.edu.cn,Ayisha Nelwyn,"461 Rio-Chan Street, Buenos Aires"
1869,Barbara's,15895805514,19307110369@sjtu.edu.cn,Hasson Kace,"125 Uisce Street, Beijing"
1870,Daania House,19169770995,19307110370@sjtu.edu.cn,Ukashah Gleb,"666 Admir Avenue, Bangkok"
1871,Eseoghene Press,13743834016,19307110371@sjtu.edu.cn,Ayobolade Kristelle,"361 Elyon Lane, Los Angeles"
1872,Taayton House,18648143425,19307110372@sjtu.edu.cn,Edyth Rauiri,"577 Styliani Road, Sao Paulo"
1873,Thaine House,19161517527,19307110373@sjtu.edu.cn,Malakie Karrson,"196 Bronson Lane, Beijing"
1874,Jhaycie-Maeh House,13755782639,19307110374@sjtu.edu.cn,Laycee Rosannah,"479 Leons Road, Buenos Aires"
1875,Zinan's,18632712624,19307110375@sjtu.edu.cn,Kell Ming,"278 Kaidan Avenue, Madrid"
1876,Kalum House,18698053690,19307110376@sjtu.edu.cn,Corbie Sharai,"632 Garvie Road, Guangzhou"
1877,Charlotte-Taylor's,15863911295,19307110377@sjtu.edu.cn,Khirad Iraj,"193 Sommer-L Avenue, Seoul"
1878,Koah's,18647611286,19307110378@sjtu.edu.cn,Leighton A,"771 Eamonn Lane, Los Angeles"
1879,Courteney House,18632678542,19307110379@sjtu.edu.cn,Krisha Kornelia,"350 Jeswin Lane, Buenos Aires"
1880,Gracie's,19149900738,19307110380@sjtu.edu.cn,Gia-James Sterling,"208 Melek Lane, Guangzhou"
1881,Sienna-Rae's,18948871458,19307110381@sjtu.edu.cn,Hrithika Ceryss,"17 Lela Avenue, Delhi"
1882,Ajmail Press,18925363822,19307110382@sjtu.edu.cn,Emilia-Rose Dilip,"351 Simar Lane, Los Angeles"
1883,Maico Books,13732699131,19307110383@sjtu.edu.cn,Jeronn Shareef,"462 Fjonn Lane, Paris"
1884,Milind's,18941456676,19307110384@sjtu.edu.cn,Kin Lamis,"296 Jinan Avenue, Madrid"
1885,Oluwashindara House,13789449874,19307110385@sjtu.edu.cn,Amadou Glynn,"443 Khris Street, Delhi"
1886,Mahya House,19195070508,19307110386@sjtu.edu.cn,Radhav Taigh,"213 Locke Street, London"
1887,Esrin's,18691917150,19307110387@sjtu.edu.cn,Rew Cynara,"213 Kally Street, Shanghai"
1888,Sasha-Ann Press,18939120532,19307110388@sjtu.edu.cn,Lennox Conni,"836 Zichen Road, Manila"
1889,Koden House,13786359268,19307110389@sjtu.edu.cn,Annie-Marie Rithika,"396 Akifumi Avenue, Manila"
1890,Finlay Press,18926820508,19307110390@sjtu.edu.cn,Colbie Caiden-John,"4 Boa Avenue, London"
1891,Kaziah Books,19191160367,19307110391@sjtu.edu.cn,Demetrio Deissy,"970 Jaak Road, Buenos Aires"
1892,Manesa Press,15862386657,19307110392@sjtu.edu.cn,Oluwamayokun Bessy,"865 Selvana Avenue, London"
1893,Levi-Jayde House,18969397378,19307110393@sjtu.edu.cn,Ammar Wisara,"529 Liah Lane, Bangkok"
1894,Hikmah Books,19123196269,19307110394@sjtu.edu.cn,Ruqayya Katie-May,"517 Jaromir Lane, Los Angeles"
1895,Samieul-Ali Books,19180248091,19307110395@sjtu.edu.cn,Caylem Azeem,"729 Cesar Avenue, Guangzhou"
1896,Rufael Press,18643908136,19307110396@sjtu.edu.cn,Billie-Lee Alice-May,"324 Murron-R Street, Hong Kong"
1897,Myia's,18611686833,19307110397@sjtu.edu.cn,Eldin Troy,"415 Pola Lane, Hong Kong"
1898,Chimzorom House,18657239600,19307110398@sjtu.edu.cn,Myrren-Grace Ijeze,"500 Dylan-Ja Street, Bangkok"
1899,Adasu House,18975685730,19307110399@sjtu.edu.cn,Jesselina Scott-Deon,"506 Abigaile Lane, Seoul"
1900,Allen House,18615383960,19307110400@sjtu.edu.cn,Shahabuddin Alayah,"482 Jormo Avenue, Hong Kong"
1901,Keerah Press,13762819017,19307110401@sjtu.edu.cn,Serien Ridhima,"74 Romana-R Avenue, Hong Kong"
1902,Tamika Books,15882959518,19307110402@sjtu.edu.cn,Elsah Shaner,"679 Kayden-J Lane, Paris"
1903,Vayra's,15834913470,19307110403@sjtu.edu.cn,Mollie-May Premona,"17 Asta Avenue, Tokyo"
1904,Laiton Press,19159455297,19307110404@sjtu.edu.cn,Liora Baris,"510 Opaline Street, Madrid"
1905,Sia's,19160859714,19307110405@sjtu.edu.cn,Sreya Ruairaidh,"369 Thorvin Lane, Hong Kong"
1906,Rosette Press,13761411060,19307110406@sjtu.edu.cn,Feah Pradyumn,"77 Fyfe Street, Delhi"
1907,Jaylin Books,15838368806,19307110407@sjtu.edu.cn,Ghorgie Stiles,"88 Febiya Avenue, Delhi"
1908,Navjeevan's,13760952198,19307110408@sjtu.edu.cn,Lovelle Reiley,"264 Shahyaan Street, Delhi"
1909,Areesha House,18643217603,19307110409@sjtu.edu.cn,Saszha-Louise Darshani,"591 Yiheng Road, Sao Paulo"
1910,Kayn Press,15868252903,19307110410@sjtu.edu.cn,Peanaidh Alena,"387 Sunshine Lane, Paris"
1911,Chongxuan House,13799439841,19307110411@sjtu.edu.cn,Ifraz Rawda,"900 Ekpen Street, Buenos Aires"
1912,Prim House,15845981505,19307110412@sjtu.edu.cn,Elwan Kayjay,"265 Kirstie Avenue, Los Angeles"
1913,Ridhaan Books,18670149686,19307110413@sjtu.edu.cn,Becali Kaisen,"738 Millie-M Road, Shanghai"
1914,Ruby-Lee Press,19199579212,19307110414@sjtu.edu.cn,Vali Chance,"549 Aijay Street, Guangzhou"
1915,Dhanwin Press,18987220162,19307110415@sjtu.edu.cn,Obay Ioanna,"927 Braith Avenue, Bangkok"
1916,Myca Books,13792873107,19307110416@sjtu.edu.cn,Axsa Brunel,"649 Miley-Ma Avenue, Madrid"
1917,Avraam Press,13777843236,19307110417@sjtu.edu.cn,Astrid Naji,"678 Kaci-May Avenue, Paris"
1918,Shristine Press,18662689270,19307110418@sjtu.edu.cn,Robun Abdurrahman,"962 Sidhant Road, Shanghai"
1919,Jaydi House,13794178317,19307110419@sjtu.edu.cn,Breeana Mishka,"398 Mia-Mari Road, Guangzhou"
1920,Ayben Press,18953601358,19307110420@sjtu.edu.cn,Shahnaz Rhone,"43 Heloise Avenue, Manila"
1921,Rinad Books,13726975411,19307110421@sjtu.edu.cn,Haley Shafin,"938 Wasifa Lane, Beijing"
1922,Ailen House,18982765408,19307110422@sjtu.edu.cn,Caradh Inaara,"863 Kamia Road, Seoul"
1923,Nukanda's,15875719955,19307110423@sjtu.edu.cn,Andrejs Jarah-Joss,"476 Sophie-E Street, Los Angeles"
1924,Azlaan's,13737923380,19307110424@sjtu.edu.cn,Roha Mylez,"824 Elvin Road, Shanghai"
1925,Brenden Books,13760383183,19307110425@sjtu.edu.cn,Ameeliah Toluwalope,"43 Arabel Lane, Bangkok"
1926,Keighan Press,19193489076,19307110426@sjtu.edu.cn,Salvi Munesu,"139 Khushi Avenue, Buenos Aires"
1927,Mya-Carol House,18967305561,19307110427@sjtu.edu.cn,Nigel Shivam,"925 Tomiwa Avenue, Beijing"
1928,Nehal Books,18931208726,19307110428@sjtu.edu.cn,Pat Tomass,"326 Mary-Jay Lane, London"
1929,Prestyn Books,15868501238,19307110429@sjtu.edu.cn,Whin Skyelyr,"235 Riaz Street, Shanghai"
1930,Hayden-John Press,13758484210,19307110430@sjtu.edu.cn,Aarnav Nerile,"684 Mert Street, Shanghai"
1931,Aila-Noor's,15824819868,19307110431@sjtu.edu.cn,Howard Kartney,"337 Kennedym Lane, Seoul"
1932,Maxmilian Press,19199627357,19307110432@sjtu.edu.cn,Philip Armaal,"329 Amelia-L Avenue, Madrid"
1933,Barsam Books,15851367135,19307110433@sjtu.edu.cn,Tayanana Ellie-Jay,"641 Al-Houss Avenue, Beijing"
1934,Merisa's,18950279328,19307110434@sjtu.edu.cn,Parishay Gailmarie,"798 Nairima Street, Madrid"
1935,Mileah House,18635414047,19307110435@sjtu.edu.cn,Mukti Kyran-Lee,"673 Yoana Lane, Madrid"
1936,Anik's,19127177813,19307110436@sjtu.edu.cn,Daelan Travers,"456 Bella-Ca Road, Shanghai"
1937,Daniel-Andrei Press,18932106008,19307110437@sjtu.edu.cn,Qarah Anupoma,"976 Korieh Road, Seoul"
1938,Muhemmed Books,18991703493,19307110438@sjtu.edu.cn,Hirrah Temiyato,"918 Salvina- Street, Manila"
1939,Koyar House,18677392552,19307110439@sjtu.edu.cn,Gabriel-Ngosa Marks,"597 Kaif Avenue, Delhi"
1940,Subihani House,15823886840,19307110440@sjtu.edu.cn,Rick Abu-Bukr,"923 Tulise Street, Sao Paulo"
1941,Nanci-Rose Books,18975067466,19307110441@sjtu.edu.cn,Romin Paride,"1 Joey-Jay Road, Bangkok"
1942,Arlin House,18692375922,19307110442@sjtu.edu.cn,Aadi Nayyab,"230 Dannie Avenue, Bangkok"
1943,Sibylle Press,13784579616,19307110443@sjtu.edu.cn,Kellar Thayn,"836 Scout Lane, Manila"
1944,Abderrahman Press,15810858184,19307110444@sjtu.edu.cn,Hayden-Blu Samuels,"703 Mikelis Lane, Delhi"
1945,Finnlaidh Books,15848028120,19307110445@sjtu.edu.cn,Aria-Jai Awesome,"191 Manayer Avenue, London"
1946,Oseze's,19165978764,19307110446@sjtu.edu.cn,Zirwa Sowayba,"305 Ellie-Ma Lane, Beijing"
1947,Wictoria's,15811709151,19307110447@sjtu.edu.cn,Abdula Owanaemi,"642 Alina-Ma Avenue, Hong Kong"
1948,Minwei House,18669661299,19307110448@sjtu.edu.cn,Rhowan Keyvan,"182 Allianna Street, Seoul"
1949,Lauchlyn's,15814717206,19307110449@sjtu.edu.cn,Lowen Vasilis,"550 Eire-Mar Lane, Tokyo"
1950,Mylay House,13729378302,19307110450@sjtu.edu.cn,Nickie Ruaraidh,"716 Travis-J Road, Tokyo"
1951,Braxton-James's,13758448511,19307110451@sjtu.edu.cn,Betheny Ikemdinachukwu,"487 Arie Street, Shanghai"
1952,Alannie Books,18643457101,19307110452@sjtu.edu.cn,Iolaus Wilbur,"961 Cody-J Street, Manila"
1953,Evangelia Press,18681085771,19307110453@sjtu.edu.cn,Aadith Ejiro,"639 Lexii-Ma Street, Guangzhou"
1954,Daena Press,18931918723,19307110454@sjtu.edu.cn,Aaryn-John Zareesha,"653 Ladimer Lane, Buenos Aires"
1955,Sarahleigh Books,18615161146,19307110455@sjtu.edu.cn,Muhummudh Taabeer,"393 Luie Avenue, Seoul"
1956,Tyler-Jay House,15834545033,19307110456@sjtu.edu.cn,Mehjabeen Caidyn-James,"159 Yoseph Lane, Hong Kong"
1957,Shahin Books,18652271734,19307110457@sjtu.edu.cn,Feti Jaxxon,"588 Louisa Road, Paris"
1958,Binar Books,19119486002,19307110458@sjtu.edu.cn,Keeana Raniyah,"566 Divija Avenue, Buenos Aires"
1959,Marie-Caterine House,18955513275,19307110459@sjtu.edu.cn,Andrasta Aleeccia,"162 Sofia-Lo Lane, Buenos Aires"
1960,Sairah Press,13775537871,19307110460@sjtu.edu.cn,Wynn Abdul-Rehman,"535 Manel Street, Guangzhou"
1961,Dannii Press,15861158860,19307110461@sjtu.edu.cn,Bryleigh-J Milsz,"799 Tabseer Lane, Bangkok"
1962,Simey Press,19134421668,19307110462@sjtu.edu.cn,Safiyyah Nail,"545 Ailiedh Street, Tokyo"
1963,Mmasichukwu Books,18929868449,19307110463@sjtu.edu.cn,Arteel Aaylah-Rose,"496 Adebola Road, Delhi"
1964,Meina House,19140003368,19307110464@sjtu.edu.cn,Sameea Mlak,"531 Samee Road, Paris"
1965,Parneet Press,19161803810,19307110465@sjtu.edu.cn,Zaier Alexie,"375 Robert-J Street, Bangkok"
1966,Eryna Press,13790033440,19307110466@sjtu.edu.cn,Maiyale Theano,"16 Lashika Road, Delhi"
1967,Chuan-David House,15811687996,19307110467@sjtu.edu.cn,Ashlin Chayton,"133 Aimee-Ka Lane, Manila"
1968,Vasileios House,19177444488,19307110468@sjtu.edu.cn,Dalriada Rubeinn,"16 Yahan Street, Shanghai"
1969,Faraday's,18616099666,19307110469@sjtu.edu.cn,Ignac Camie,"238 Ketija Lane, Los Angeles"
1970,Arahant Press,19110324112,19307110470@sjtu.edu.cn,Sharif Johnathon,"298 Camryn Avenue, Los Angeles"
1971,Skyla-Grace Press,19192807317,19307110471@sjtu.edu.cn,Tristian Brynie,"594 Caola Street, Guangzhou"
1972,Lynn Books,15889573744,19307110472@sjtu.edu.cn,Fraiyah Blaike,"863 Dougan Street, Hong Kong"
1973,Zebulon Press,15878350191,19307110473@sjtu.edu.cn,Chisimdi Grahyl,"519 Ivan Avenue, Guangzhou"
1974,Barkley Books,15825751460,19307110474@sjtu.edu.cn,Madieha Rohann,"726 Deimira Road, Manila"
1975,Xander-Wolfgang Books,19148209185,19307110475@sjtu.edu.cn,Uisdean Lomond,"481 Caillen Lane, Sao Paulo"
1976,Eshaal Books,18656276348,19307110476@sjtu.edu.cn,Aarnika Udham,"998 Laighla Lane, Hong Kong"
1977,Hazim Press,19187220142,19307110477@sjtu.edu.cn,Kaedee Toal,"31 Neeyson Avenue, Sao Paulo"
1978,Shantelle Press,18612046624,19307110478@sjtu.edu.cn,Khizr Heidi-George,"230 Eiryn Road, Guangzhou"
1979,Mckay Press,18683567900,19307110479@sjtu.edu.cn,Jemba Destiny-Dior,"353 Nyasha Lane, Shanghai"
1980,Zephan's,15840126162,19307110480@sjtu.edu.cn,Suliman Bremy,"262 Ludovic Avenue, Guangzhou"
1981,Rylan-John's,13733271445,19307110481@sjtu.edu.cn,Anzila Tim-Eliot,"936 Kaelo Lane, Los Angeles"
1982,Ikran House,18668340182,19307110482@sjtu.edu.cn,Elyas Genevieve,"767 Ioni Road, Beijing"
1983,Pieters's,18945702262,19307110483@sjtu.edu.cn,Shaira Cuba,"803 Lilybeth Avenue, Bangkok"
1984,Nixie's,15865389785,19307110484@sjtu.edu.cn,Maison Koryn,"879 Samarth Avenue, Manila"
1985,Lilah's,18982627394,19307110485@sjtu.edu.cn,Meila Dilinna,"847 Babacer Street, Bangkok"
1986,Robbi Press,15889605012,19307110486@sjtu.edu.cn,Laiha Yosheya,"690 Paulin Road, London"
1987,Awsaf House,18619398349,19307110487@sjtu.edu.cn,Annie Karie,"31 Amaara Road, Buenos Aires"
1988,Domonic Press,19126435670,19307110488@sjtu.edu.cn,Irene Dalloch,"706 Elladey Avenue, Buenos Aires"
1989,Aleah's,19112003725,19307110489@sjtu.edu.cn,Fionnlagh Kaithleen,"848 Fletcher Avenue, Hong Kong"
1990,Chirsty's,13723384385,19307110490@sjtu.edu.cn,Woodi Dilkirat,"331 Jacky Avenue, Delhi"
1991,Orryn Press,13768080174,19307110491@sjtu.edu.cn,Sanaa Kaliah-Rae,"912 Shreeja Avenue, Sao Paulo"
1992,Lacey-Lily House,15840323229,19307110492@sjtu.edu.cn,Terri Lottie-Mae,"982 Kilner Street, Paris"
1993,Gabrial House,15826481103,19307110493@sjtu.edu.cn,Brody Nhilah,"734 Eviee Street, Los Angeles"
1994,Johnny Press,19170819454,19307110494@sjtu.edu.cn,Kambel Daiquiri,"486 Ishmal Road, Los Angeles"
1995,Rylee-Grace Books,19148523059,19307110495@sjtu.edu.cn,Kainaat Emilyrose,"310 Halleigh Lane, Buenos Aires"
1996,Oluwashireayomi's,18950112462,19307110496@sjtu.edu.cn,Alizee Makena,"335 Darsh Street, Sao Paulo"
1997,Leto Press,19115332594,19307110497@sjtu.edu.cn,Menna Emillie,"527 Anaahat Street, London"
1998,Pamela Press,18638888688,19307110498@sjtu.edu.cn,Frieya Mia-Rose,"864 Georgie- Street, Hong Kong"
1999,Josiah Books,18695193696,19307110499@sjtu.edu.cn,Caelub Lottie-Mae,"815 Cosmin Avenue, Delhi"
2000,Vedalakshmi House,19116885416,19307130000@sjtu.edu.cn,Zinat Maksen,"258 Boi Avenue, Paris"
2001,Tyrian Books,13771801163,19307130001@sjtu.edu.cn,Damin Kairney,"923 Aboubaca Street, Bangkok"
2002,Patrik Books,18973884152,19307130002@sjtu.edu.cn,Talyn Mirana,"411 Sharonji Avenue, Paris"
2003,Toni-Leigh Press,13784913314,19307130003@sjtu.edu.cn,Evoleta Aara,"955 Lillie-M Street, Buenos Aires"
2004,Iranda Press,15857659602,19307130004@sjtu.edu.cn,Eryx Derrak,"251 Zarah Avenue, Guangzhou"
2005,Kadylee's,15865041052,19307130005@sjtu.edu.cn,Darin Shreyas,"106 Indiya Street, Hong Kong"
2006,Lyla-Zion's,18696244511,19307130006@sjtu.edu.cn,Danni Tin,"974 Lillie-A Lane, Tokyo"
2007,Oluwasemiloore Books,19166592622,19307130007@sjtu.edu.cn,Tarian Neco,"994 Kaysha-J Road, Bangkok"
2008,Dermid Press,18630645641,19307130008@sjtu.edu.cn,Maddisynn Sofiya,"18 Casson Lane, Beijing"
2009,Varshika Books,18635721021,19307130009@sjtu.edu.cn,Eban Izyaan,"538 Ellie-Ro Street, Seoul"
2010,Marc-Matthew Books,18613950358,19307130010@sjtu.edu.cn,Maryah Harjinder,"6 Alaynia Avenue, Madrid"
2011,Shaya Press,19118400392,19307130011@sjtu.edu.cn,Nonakachim Krisiana,"313 Lyla-Mae Lane, Seoul"
2012,Kievan House,18655866441,19307130012@sjtu.edu.cn,Hayley-Jade Aleesha,"385 Caitlynn Street, Paris"
2013,Ilias Books,18959177488,19307130013@sjtu.edu.cn,Mohammad-Huzaifa Kacy,"516 Alyson-M Avenue, London"
2014,Katrina's,19121883358,19307130014@sjtu.edu.cn,Attilio Duncan-John,"879 Haileigh Avenue, Los Angeles"
2015,Raquel Press,13768829833,19307130015@sjtu.edu.cn,Margaret-Rose Nirvana,"910 Abdur-Ra Street, Bangkok"
2016,Mariann's,19165145534,19307130016@sjtu.edu.cn,Jaina Lochlan-Alexander,"57 Aleister Road, Buenos Aires"
2017,Xenon Press,13740595286,19307130017@sjtu.edu.cn,Rinas Livija,"228 Maridiya Street, Sao Paulo"
2018,Esteban Books,18612899855,19307130018@sjtu.edu.cn,Savannah-Louise Jeronda,"328 Bonnita Lane, Buenos Aires"
2019,Youcef's,18911169860,19307130019@sjtu.edu.cn,Mariluz Yatish,"194 Khai Road, Shanghai"
2020,Emeline's,18615577872,19307130020@sjtu.edu.cn,Radha Shafy,"780 Fayez Lane, London"
2021,Luwen House,13730012439,19307130021@sjtu.edu.cn,Asher-Micah Caishlyn,"995 Kayah Street, Guangzhou"
2022,Camryn House,15822366153,19307130022@sjtu.edu.cn,Nojus Kayci,"826 Jennifer Road, Sao Paulo"
2023,Dundas House,19138527069,19307130023@sjtu.edu.cn,Dermott Ketan,"175 Malath Lane, Shanghai"
2024,Kayden-Louie Books,15863701760,19307130024@sjtu.edu.cn,Shazain Guinan,"986 Elysha Lane, Delhi"
2025,Sayon's,18689963468,19307130025@sjtu.edu.cn,Oriah Manolis,"363 Calisse Street, Guangzhou"
2026,Eponine-Joy Books,15815654375,19307130026@sjtu.edu.cn,Kataleja Njoba,"226 Qiaotong Avenue, Tokyo"
2027,Hunter-Fernando House,13794924708,19307130027@sjtu.edu.cn,Saavi Karaleigh,"660 Moshe Street, Los Angeles"
2028,Margi Press,13775003712,19307130028@sjtu.edu.cn,Louisa-Faith Kaci-Rose,"508 Rebel Road, Sao Paulo"
2029,Domantas Books,18916275547,19307130029@sjtu.edu.cn,Navarrie Aighleigh,"26 Sebastia Lane, Bangkok"
2030,Archie-Jack Press,18925624323,19307130030@sjtu.edu.cn,Ilma Riona,"594 Micheal- Lane, Delhi"
2031,Kemal Press,19138747859,19307130031@sjtu.edu.cn,Freddie-James Caoilainn,"899 Abdurahe Lane, Seoul"
2032,Osca's,13715136422,19307130032@sjtu.edu.cn,Kiaya Finja,"906 Mihrimah Avenue, Beijing"
2033,Charley-Mae's,13777910077,19307130033@sjtu.edu.cn,Carmyn Shadasivak,"140 Anir Street, Madrid"
2034,Aynur's,13746236052,19307130034@sjtu.edu.cn,Teyah Paolo,"124 Amberros Avenue, Delhi"
2035,Raelynn-Grace Books,19194993148,19307130035@sjtu.edu.cn,Grahyl Pavlos,"484 Fareeha Lane, Paris"
2036,Kaci-Lee's,18635913978,19307130036@sjtu.edu.cn,Anhad Guste,"382 Stefano Road, Delhi"
2037,Aadyn Books,18647354602,19307130037@sjtu.edu.cn,Joanie Fergus,"499 Uist Lane, Buenos Aires"
2038,Gail House,19134211240,19307130038@sjtu.edu.cn,Jessi Hamud,"533 Anakin Lane, Hong Kong"
2039,Rereoluwa's,19194391569,19307130039@sjtu.edu.cn,Ivy Paraw,"872 Maelys Lane, Manila"
2040,Mia-Rose's,19191364543,19307130040@sjtu.edu.cn,Las Aryana,"60 Saifulla Lane, Bangkok"
2041,Ariz Press,18633046670,19307130041@sjtu.edu.cn,Kaidy Eriks,"72 Abdull Road, Buenos Aires"
2042,Kimberlee's,18983565111,19307130042@sjtu.edu.cn,Assan Bogna,"810 Enoch Road, Sao Paulo"
2043,Ivy-Rae's,18928710241,19307130043@sjtu.edu.cn,Mufaddal Kenzie-Skye,"454 Emily-Mi Road, Sao Paulo"
2044,Jacob-Jay House,19192338284,19307130044@sjtu.edu.cn,Quillan Oakley-Derry,"969 Cliodhna Avenue, Seoul"
2045,Jaishan House,19167440717,19307130045@sjtu.edu.cn,Lennex Kael,"855 Jesutobi Street, Los Angeles"
2046,Rokko House,13793015230,19307130046@sjtu.edu.cn,Izzi Khazir,"528 Talasha Street, Sao Paulo"
2047,Emilien Books,18914243942,19307130047@sjtu.edu.cn,Amelia-Lawrie Sahel,"643 Oluwafun Road, Tokyo"
2048,Noor-Ul-Huda Press,19159918969,19307130048@sjtu.edu.cn,Havana-Rose Noah,"763 Lilias Road, Sao Paulo"
2049,Sanaa's,13715619479,19307130049@sjtu.edu.cn,Lisa-Marie Talana,"327 Ransom Street, Buenos Aires"
2050,Philipp Books,18931961230,19307130050@sjtu.edu.cn,Aelish Talula,"828 Emily-Ma Street, Sao Paulo"
2051,Miyley Books,19157799955,19307130051@sjtu.edu.cn,Kosten Tamim,"62 Lucario Road, London"
2052,Marie-Claire House,19156003201,19307130052@sjtu.edu.cn,Arfan Utkarsh,"731 Marybell Road, Los Angeles"
2053,Dong Books,18988987120,19307130053@sjtu.edu.cn,Xsavier Juwariah,"893 Challeb Avenue, London"
2054,Wiosna-Maria House,15839129435,19307130054@sjtu.edu.cn,Merryn Gil,"456 Halina Street, Beijing"
2055,Sahishnu's,19159900338,19307130055@sjtu.edu.cn,Prielle Ryly,"503 Mihails Street, Hong Kong"
2056,Ama House,18993426845,19307130056@sjtu.edu.cn,Anaum Daliah,"351 Shivark Street, Tokyo"
2057,Emmalinn House,18921826496,19307130057@sjtu.edu.cn,Rashin Darcy-Rose,"294 Wade Avenue, Shanghai"
2058,Naeema House,19133983139,19307130058@sjtu.edu.cn,Lam Daragh,"239 Adedimej Street, Madrid"
2059,Oluwafiresayomi's,15883070703,19307130059@sjtu.edu.cn,Kit Lekh,"382 Rosali Road, Paris"
2060,Janely Books,19132655069,19307130060@sjtu.edu.cn,Dawson-Darroch Oluwalayomi,"357 Nova-Blu Road, Delhi"
2061,Tuesday Press,18631231481,19307130061@sjtu.edu.cn,Alaska Paetyn,"736 Aviagh Road, Beijing"
2062,Francesco Press,13737518004,19307130062@sjtu.edu.cn,Rawand Adeera,"30 Renesmay Street, Seoul"
2063,Olivia-Lillie Press,19140250704,19307130063@sjtu.edu.cn,Maizy-Jayne Leah-Grace,"354 Paxton Street, Hong Kong"
2064,Onyinyechi Press,18693889899,19307130064@sjtu.edu.cn,Leri Saul,"444 Kiana-Gr Road, Sao Paulo"
2065,Annalyze Books,19113730553,19307130065@sjtu.edu.cn,Dhul-Qarnayn Ufuomaroghene,"255 Kayti Avenue, Bangkok"
2066,Teale Press,18953834925,19307130066@sjtu.edu.cn,Megyn Tarek,"810 Casey-Ja Road, Buenos Aires"
2067,Fynnlay's,18958273038,19307130067@sjtu.edu.cn,Nwando Caitriona,"707 Emaad Road, Hong Kong"
2068,Lewellyn House,18615407189,19307130068@sjtu.edu.cn,Ciro Deimantas,"614 Cooper-J Street, Los Angeles"
2069,Manthan's,18928229944,19307130069@sjtu.edu.cn,Rocco Raphaeel,"142 Benedikt Road, Guangzhou"
2070,Shakil House,15896728556,19307130070@sjtu.edu.cn,Adithya Corale,"69 Frederik Lane, Buenos Aires"
2071,Shahveer Press,13759575409,19307130071@sjtu.edu.cn,Eviee Lakain,"136 Naim Street, Paris"
2072,Dragos-Eric House,19155288986,19307130072@sjtu.edu.cn,Romera Siddh,"479 Teyla Street, London"
2073,Vidushika Books,18653038437,19307130073@sjtu.edu.cn,Shaikh Sujini,"516 Mitchell Lane, Guangzhou"
2074,Timon's,18649159354,19307130074@sjtu.edu.cn,Aleeah Clara-Louise,"943 Tehyah Lane, Bangkok"
2075,Olivia-Jo Press,18927424570,19307130075@sjtu.edu.cn,Luna-Shy Scotland,"57 Calyn Road, Manila"
2076,Tanush's,13763101799,19307130076@sjtu.edu.cn,Ngatuundje Amalia-Catalina,"572 Nevaeh-R Lane, Seoul"
2077,Ailith's,15844993559,19307130077@sjtu.edu.cn,Atrasnu Maleeka,"505 Emberly Road, Manila"
2078,Quinlan Books,18913627176,19307130078@sjtu.edu.cn,Sorin Daylen,"748 Zereen Road, Hong Kong"
2079,Meg Press,18624667073,19307130079@sjtu.edu.cn,Chanel-Rose Nayvah,"993 Boyd Lane, London"
2080,Jake-Tyler Books,18931141954,19307130080@sjtu.edu.cn,Chizitera Amaru,"522 Josefa Avenue, Tokyo"
2081,Valkyrie Books,15855131916,19307130081@sjtu.edu.cn,Carsyn-Rose Tapiwa,"577 Josuha Street, Sao Paulo"
2082,Nabiyl's,13792467266,19307130082@sjtu.edu.cn,Sarah-Nikole Meryn,"532 Korinn Avenue, London"
2083,Georgette's,13762524241,19307130083@sjtu.edu.cn,Maicey Miraan,"647 Emmalinn Lane, Shanghai"
2084,Abdul-Wahhab Press,18983539556,19307130084@sjtu.edu.cn,Lennox Betsy-Kate,"222 Esmee-Ma Road, Los Angeles"
2085,Dainton Books,19191846466,19307130085@sjtu.edu.cn,Donya Jaiden,"104 Ehab Lane, London"
