,username,name,sex,phone,email,address,vip
2698,Vairi2V,Vairi Kwesi,Male,19156161126,19300180198@fudan.edu.cn,"Mattia Street, Shanghai",1
2699,ShabanNN,Shaban Pennie-Li,Female,15814879053,19300180199@fudan.edu.cn,"Kiswah Street, Bangkok",0
2700,Saadiyavt,Saadiya Emee,Male,18654063466,19300180200@fudan.edu.cn,"Kaci-P Lane, Sao Paulo",1
2701,MirellK6,Mirell Julita,Female,18648264538,19300180201@fudan.edu.cn,"Lacey Road, Shanghai",0
2702,Tefta9T,Tefta Sajeda,Female,18961686588,19300180202@fudan.edu.cn,"Bella- Street, Seoul",0
2703,Tyler-Rossin,Tyler-Ross Zelal,Female,18644923144,19300180203@fudan.edu.cn,"Destin Road, Seoul",0
2704,LogineS0,Logine Quetzalli,Male,19180095967,19300180204@fudan.edu.cn,"Amelia Lane, Bangkok",0
2705,Dushanxk,Dushan Auria,Male,18974179084,19300180205@fudan.edu.cn,"Emelli Road, Hong Kong",1
2706,Lihyla-Colep4,Lihyla-Cole Sairithvika,Female,13714526633,19300180206@fudan.edu.cn,"Khol Avenue, Madrid",1
2707,Fro3u,Fro Ali,Male,18665880026,19300180207@fudan.edu.cn,"Derya Road, Hong Kong",1
2708,Karennah6,Karenna Daisy-Marie,Female,18652408808,19300180208@fudan.edu.cn,"Caitla Lane, Bangkok",0
2709,EdieVx,Edie Riad,Female,15864095232,19300180209@fudan.edu.cn,"Radu Street, Seoul",1
2710,Rehmahy9,Rehmah Neli,None,18687144379,19300180210@fudan.edu.cn,"Ganika Lane, Seoul",0
2711,LisannarF,Lisanna Reinee,Female,18685786895,19300180211@fudan.edu.cn,"Iarlai Avenue, Delhi",1
2712,EleftheriahM,Eleftheria Dilbagh,Female,15855597676,19300180212@fudan.edu.cn,"Ilayda Street, Delhi",1
2713,HarriFo,Harri Tazmeen,Male,18979962837,19300180213@fudan.edu.cn,"Enola- Avenue, Seoul",0
2714,RajdeepFc,Rajdeep Sophea,Male,13767302230,19300180214@fudan.edu.cn,"Jordan Avenue, Paris",1
2715,Sophia-Rosesu,Sophia-Rose Logan-Kerr,Male,19193840984,19300180215@fudan.edu.cn,"Ki-Gav Road, Paris",0
2716,Tianna-Kimberlyaa,Tianna-Kimberly Jessie,Male,18978335476,19300180216@fudan.edu.cn,"Olivia Road, Buenos Aires",1
2717,DenholmWW,Denholm Aspen,Female,18624240602,19300180217@fudan.edu.cn,"Khayra Avenue, Beijing",1
2718,KarisesG,Karise Jacky,Male,13737020997,19300180218@fudan.edu.cn,"Laiya Avenue, Beijing",0
2719,Sorcheeb,Sorche Aunah,Female,13784476175,19300180219@fudan.edu.cn,"Lexi-B Road, London",0
2720,Etia7T,Etia Julian,Male,18940529868,19300180220@fudan.edu.cn,"Naina Avenue, Los Angeles",0
2721,MirellavD,Mirella Hilda,Male,18949171217,19300180221@fudan.edu.cn,"Savann Avenue, Manila",1
2722,Mathias41,Mathias Kaspin,Male,18975919647,19300180222@fudan.edu.cn,"Toni-L Lane, Seoul",1
2723,Sukkima,Sukki Kayla-May,Female,15819815723,19300180223@fudan.edu.cn,"Skylar Avenue, Manila",0
2724,Makena-LeirI,Makena-Lei Blayr,Female,18619419033,19300180224@fudan.edu.cn,"Kay-Le Lane, Bangkok",0
2725,Jamiee76,Jamiee Grazia,Male,18998374229,19300180225@fudan.edu.cn,"Garion Road, Madrid",1
2726,CeanacC,Ceana Katie-Anne,Male,13752630062,19300180226@fudan.edu.cn,"Parisa Lane, Madrid",1
2727,OluwatosatowH,Oluwatosato Stepanka,Female,18665731404,19300180227@fudan.edu.cn,"Tia-Sa Lane, Shanghai",1
2728,AmiiraQ9,Amiira Kaliah-Rae,Female,13779157365,19300180228@fudan.edu.cn,"Yanni Avenue, Shanghai",0
2729,ShanikaNQ,Shanika Billy-Jo,Male,18689954543,19300180229@fudan.edu.cn,"Chelse Lane, Sao Paulo",0
2730,PrabhleenPe,Prabhleen Ruri,Male,19152593489,19300180230@fudan.edu.cn,"Astare Avenue, Delhi",1
2731,Donnvj,Donn Teniola,Female,18619315699,19300180231@fudan.edu.cn,"Annast Street, Bangkok",0
2732,Keiran-Neelyif,Keiran-Neely Priyanandan,Male,18933374300,19300180232@fudan.edu.cn,"Jiahui Lane, Tokyo",1
2733,Safia-MaryAd,Safia-Mary Laughlin-Jay,Male,19120457620,19300180233@fudan.edu.cn,"Dadwar Road, Hong Kong",1
2734,Keryss-LeecH,Keryss-Lee Brian,Female,13755629450,19300180234@fudan.edu.cn,"Emerso Avenue, London",0
2735,RivverlG,Rivver Salaheddin,Male,13723233746,19300180235@fudan.edu.cn,"Hardit Avenue, Beijing",0
2736,Koji7q,Koji Adimchinobi,Female,19196381563,19300180236@fudan.edu.cn,"Dainah Street, Hong Kong",1
2737,AaidenoC,Aaiden Ziyan,Female,15882244274,19300180237@fudan.edu.cn,"Zeek Street, Buenos Aires",1
2738,Adriannakh,Adrianna Amelie-Rose,None,13742565094,19300180238@fudan.edu.cn,"Gyuney Avenue, Madrid",0
2739,AaraiY,Aara Kaci-Elle,Male,18627802102,19300180239@fudan.edu.cn,"David- Road, Bangkok",1
2740,Billie-Jopz,Billie-Jo Zoe-Kirstin,Male,18978991765,19300180240@fudan.edu.cn,"Deveen Street, Shanghai",0
2741,JulieBx,Julie Aliyaah,Male,18945905406,19300180241@fudan.edu.cn,"Ridhaa Street, Bangkok",0
2742,Zhang-Francoisfg,Zhang-Francois Letoya,Female,13790824647,19300180242@fudan.edu.cn,"Ailidh Avenue, Delhi",0
2743,Artai27,Artai Reiman,Female,18680196066,19300180243@fudan.edu.cn,"Munesu Lane, Guangzhou",0
2744,LouellaRZ,Louella Oluwasegun,Female,19189235516,19300180244@fudan.edu.cn,"Kiaan Avenue, Bangkok",1
2745,TorbjornN8,Torbjorn Harison,Male,15833955328,19300180245@fudan.edu.cn,"Sophie Road, Delhi",1
2746,Ashdanqt,Ashdan Dolcey,Male,19164914441,19300180246@fudan.edu.cn,"Cainne Road, Beijing",0
2747,Jason-NathanbV,Jason-Nathan Momo,Male,18921226566,19300180247@fudan.edu.cn,"Bailey Street, Delhi",1
2748,GulSO,Gul Arjun,Male,19142643053,19300180248@fudan.edu.cn,"Callum Lane, Manila",1
2749,CorryoA,Corry Kaydie-Lee,Female,18923673807,19300180249@fudan.edu.cn,"Quhay Road, Seoul",1
2750,NewalRi,Newal Fisher,Male,13712423658,19300180250@fudan.edu.cn,"Tevis Lane, Buenos Aires",0
2751,Lieslhe,Liesl Eiliyah,Male,15893034962,19300180251@fudan.edu.cn,"Nigel Road, Paris",1
2752,AstraLZ,Astra Ximena,None,15828700546,19300180252@fudan.edu.cn,"Biwar Road, Hong Kong",0
2753,Asmatullahbs,Asmatullah Elnathan,Male,18642108454,19300180253@fudan.edu.cn,"Johvan Street, Bangkok",1
2754,BintupJ,Bintu Faridah,Male,15888077023,19300180254@fudan.edu.cn,"Kaydin Road, Paris",0
2755,AnesbS,Anes Kagishan,Female,13779879729,19300180255@fudan.edu.cn,"Kivlee Road, Madrid",1
2756,ZolekaHV,Zoleka Islay-Rose,Female,18963537760,19300180256@fudan.edu.cn,"Elaya- Lane, Buenos Aires",0
2757,Collton9Z,Collton Cari,Female,18920766627,19300180257@fudan.edu.cn,"Argi Street, Hong Kong",1
2758,ChinaniSP,Chinani Braedyn,Female,18915153180,19300180258@fudan.edu.cn,"Emarri Lane, Beijing",0
2759,Zareeshao6,Zareesha Cairan,Male,19164279138,19300180259@fudan.edu.cn,"Mirand Street, Buenos Aires",0
2760,RaganLv,Ragan Craig-Jamie,Female,15826576536,19300180260@fudan.edu.cn,"Isaque Lane, Shanghai",1
2761,LeimvG,Leim Haileigh,Female,18649348345,19300180261@fudan.edu.cn,"Ignacy Street, Paris",0
2762,AntoinetteHq,Antoinette Urte,Female,19136539233,19300180262@fudan.edu.cn,"Veroni Street, Tokyo",0
2763,MehdiAa,Mehdi Eneko,Female,18961002674,19300180263@fudan.edu.cn,"Rudolf Road, Paris",1
2764,ShayalinijF,Shayalini Sumeer,Male,15842463730,19300180264@fudan.edu.cn,"Jennif Street, London",1
2765,Ailiedh3J,Ailiedh Katara,Male,19149844058,19300180265@fudan.edu.cn,"Milne Street, Tokyo",0
2766,AmelleuR,Amelle Guillermo,Female,19177626316,19300180266@fudan.edu.cn,"Isibea Lane, Beijing",1
2767,Cuillinnf,Cuillin Connal,Female,15844720638,19300180267@fudan.edu.cn,"Resham Street, Delhi",0
2768,SangamQX,Sangam Cianha,Female,18911825603,19300180268@fudan.edu.cn,"Caidan Road, Shanghai",0
2769,Eartha1Q,Eartha Daire,Male,15848559404,19300180269@fudan.edu.cn,"Imiyah Street, Paris",1
2770,Zaeem4h,Zaeem Owen-Jay,Male,15838429212,19300180270@fudan.edu.cn,"Gruffy Avenue, Manila",0
2771,KyaraKD,Kyara Liezl,Female,13779627314,19300180271@fudan.edu.cn,"Krubel Avenue, Madrid",1
2772,Jamiee-LouBn,Jamiee-Lou Goten,Female,13742735010,19300180272@fudan.edu.cn,"Dayna Road, Buenos Aires",1
2773,NolahxW,Nolah Ludwik,Male,15818173824,19300180273@fudan.edu.cn,"Alfie- Avenue, Hong Kong",1
2774,HauraaBr,Hauraa Haoen,Male,13749417481,19300180274@fudan.edu.cn,"Japjee Avenue, Madrid",0
2775,BarteklM,Bartek Effia,Male,19184620013,19300180275@fudan.edu.cn,"Kyro Street, Guangzhou",0
2776,PaygeFm,Payge Delinda,Male,15840325702,19300180276@fudan.edu.cn,"Eloise Avenue, London",0
2777,Aleidav1,Aleida Altyab,Female,19139952171,19300180277@fudan.edu.cn,"Jeivan Road, Beijing",0
2778,LasanapL,Lasana Joey,Female,13712126565,19300180278@fudan.edu.cn,"Donova Road, Delhi",1
2779,KhirahH,Khira Madina,Male,18669938625,19300180279@fudan.edu.cn,"Olamip Road, Hong Kong",1
2780,Zeppeliny4,Zeppelin Romina,Female,15851736570,19300180280@fudan.edu.cn,"Evaahn Avenue, Sao Paulo",1
2781,Rijae8,Rija Bellamy,Male,15823201233,19300180281@fudan.edu.cn,"Abdul- Avenue, Beijing",0
2782,KarinaWZ,Karina Cecily,Male,13797835912,19300180282@fudan.edu.cn,"Haniya Street, Shanghai",0
2783,BillieroseNV,Billierose Layun,Male,19114192550,19300180283@fudan.edu.cn,"Bennei Avenue, Paris",1
2784,Mikosf,Miko Araucaria,Female,13779553153,19300180284@fudan.edu.cn,"Aalin Road, Manila",1
2785,Makarem7L,Makarem Coraline,Female,18631598229,19300180285@fudan.edu.cn,"Sukain Avenue, Guangzhou",1
2786,Cayla-Georger8,Cayla-George Dhyan,Male,13729466035,19300180286@fudan.edu.cn,"Salahe Lane, Seoul",0
2787,Bradley-Findlayif,Bradley-Findlay Awaab,Female,18973188069,19300180287@fudan.edu.cn,"Sophie Road, Manila",1
2788,Emillimn,Emilli Rajvir,Male,19179031827,19300180288@fudan.edu.cn,"Raheem Lane, Manila",1
2789,Avery-MonaeuC,Avery-Monae Jumana,Female,19150891575,19300180289@fudan.edu.cn,"Khaira Avenue, Tokyo",0
2790,Jodi-Leetm,Jodi-Lee Sloane-Lux,Male,13777373187,19300180290@fudan.edu.cn,"Moneer Road, Buenos Aires",1
2791,Kerri1F,Kerri Rehman,Male,18645163396,19300180291@fudan.edu.cn,"Osejia Street, Paris",0
2792,CalaOG,Cala Ryan-Anthony,Female,15828901258,19300180292@fudan.edu.cn,"Jennif Lane, London",1
2793,CalliaFX,Callia Layah,Male,13764058908,19300180293@fudan.edu.cn,"Kaydee Lane, Guangzhou",1
2794,Ga0H,Ga Samah,Male,19177300419,19300180294@fudan.edu.cn,"Dorina Lane, Madrid",0
2795,JacobFp,Jacob Jaimie-Lee,Male,15899123042,19300180295@fudan.edu.cn,"Moriah Avenue, Buenos Aires",0
2796,EricaroseJe,Ericarose Wania,Male,19111721645,19300180296@fudan.edu.cn,"Hrites Street, Guangzhou",0
2797,Jeorgiexc,Jeorgie Ilyane,Female,13750542935,19300180297@fudan.edu.cn,"Mu'ath Lane, Delhi",1
2798,Jayy7x,Jayy Takara,Male,19119254038,19300180298@fudan.edu.cn,"Elam Lane, Tokyo",0
2799,KeinanjN,Keinan Roos,Female,15839535008,19300180299@fudan.edu.cn,"Melane Lane, Paris",1
2800,DionysiaBq,Dionysia Cora-Rose,Female,18913679837,19300180300@fudan.edu.cn,"Peter Road, Delhi",0
2801,RenasxE,Renas Vishwam,Female,18923273136,19300180301@fudan.edu.cn,"Camile Avenue, Seoul",1
2802,Sophia-BrookelD,Sophia-Brooke Vivianne,Male,18619253994,19300180302@fudan.edu.cn,"Ryan-C Road, Shanghai",0
2803,Kadiemh,Kadie Muneesa,Female,13761355060,19300180303@fudan.edu.cn,"Hannah Avenue, Bangkok",1
2804,Rozali4p,Rozali Luai,None,13737046261,19300180304@fudan.edu.cn,"Marren Road, Delhi",0
2805,TasneemafO,Tasneema Kyilaa,Female,18938617127,19300180305@fudan.edu.cn,"Abhips Lane, London",1
2806,ChayahoX,Chayah Maliyah,Female,19122599972,19300180306@fudan.edu.cn,"Twyla Avenue, Seoul",1
2807,Ria-RoseN7,Ria-Rose Taiga,Female,18639020038,19300180307@fudan.edu.cn,"Stuthi Street, Hong Kong",1
2808,Ayvah-LouisexD,Ayvah-Louise Hongtuo,Female,18653823792,19300180308@fudan.edu.cn,"Jesper Road, Delhi",1
2809,Rue93,Rue Ronetta,None,18940511157,19300180309@fudan.edu.cn,"Jeeo Street, Manila",1
2810,CarsonqV,Carson Hibba-Tul-Jameel,Male,18975343895,19300180310@fudan.edu.cn,"Jacobi Street, Tokyo",1
2811,SewaWW,Sewa Aveneet,Male,19134315432,19300180311@fudan.edu.cn,"Loic Avenue, Delhi",1
2812,AngieII,Angie Bintou,None,19123742085,19300180312@fudan.edu.cn,"Anona Street, Madrid",1
2813,Chijiakwurz,Chijiakwu Saphia,Male,15842032132,19300180313@fudan.edu.cn,"Tobe Street, Guangzhou",1
2814,ShinoyN1,Shinoy Aisosa,Female,18625466530,19300180314@fudan.edu.cn,"Daniel Road, Shanghai",0
2815,NasirKj,Nasir Laird,None,18969704848,19300180315@fudan.edu.cn,"Mirren Lane, Tokyo",1
2816,AshdanEl,Ashdan Kirin,Female,18662871979,19300180316@fudan.edu.cn,"Dobrom Street, Shanghai",0
2817,Bettic1,Betti Loa,Female,18657596706,19300180317@fudan.edu.cn,"Tabasu Road, Buenos Aires",0
2818,RhaeP6,Rhae Kooper,None,13731140574,19300180318@fudan.edu.cn,"Anissa Avenue, Sao Paulo",1
2819,Jo-AnnajV,Jo-Anna Zebadiah,Male,13711302423,19300180319@fudan.edu.cn,"Cerie Lane, Delhi",0
2820,Douglasb1,Douglas Charlotta,Female,18958646525,19300180320@fudan.edu.cn,"Shayan Street, Paris",0
2821,KarliLg,Karli Ezekiella,Male,15817857983,19300180321@fudan.edu.cn,"Ashbik Street, Seoul",1
2822,Yiming2o,Yiming Vigdis,Male,19172342858,19300180322@fudan.edu.cn,"Angus- Avenue, Manila",1
2823,LuqmaanKV,Luqmaan Kaci-Elle,Male,18948516813,19300180323@fudan.edu.cn,"Abigae Lane, Madrid",1
2824,MarkenC1,Marken Eydie,Female,15886321041,19300180324@fudan.edu.cn,"Muram Road, Manila",0
2825,Ava-SofiapW,Ava-Sofia Naima-Jasmine,Female,13791881245,19300180325@fudan.edu.cn,"Elaaf Road, Sao Paulo",0
2826,Ronni-LouiseCf,Ronni-Louise Lyrik,Female,19170207851,19300180326@fudan.edu.cn,"Jole Avenue, Bangkok",0
2827,ZeenabM,Zeena Krisiya,Male,13796978103,19300180327@fudan.edu.cn,"Maleah Road, Paris",1
2828,ManpreetXq,Manpreet Vincent-James,None,13759282139,19300180328@fudan.edu.cn,"Haaris Street, Shanghai",1
2829,Duncan-IainF8,Duncan-Iain Chelsea,None,18684199836,19300180329@fudan.edu.cn,"Bohan Lane, Beijing",0
2830,Braya7N,Braya Maygan,Male,18675208978,19300180330@fudan.edu.cn,"Jaysen Lane, Sao Paulo",0
2831,EmeezY,Emee Millie,Female,18613099429,19300180331@fudan.edu.cn,"Karlot Road, Tokyo",0
2832,KaylemfK,Kaylem Kayla-Jane,Male,19179126705,19300180332@fudan.edu.cn,"Jafian Avenue, Sao Paulo",1
2833,IonieSR,Ionie Dylyn,None,13740220665,19300180333@fudan.edu.cn,"Roseal Lane, Hong Kong",0
2834,IramPl,Iram Abdulhameed,Female,18927599502,19300180334@fudan.edu.cn,"Fasiha Lane, Hong Kong",0
2835,AnabiaQk,Anabia Oni,Female,13713831258,19300180335@fudan.edu.cn,"Miraay Road, Manila",1
2836,Amelia-OrlahSh,Amelia-Orlah Myaseen,Female,15890270017,19300180336@fudan.edu.cn,"Floren Road, Hong Kong",1
2837,Peter-Alexanderqj,Peter-Alexander Rhiley,Female,13758206191,19300180337@fudan.edu.cn,"Kaula Lane, Delhi",0
2838,LukacswE,Lukacs Bon,Male,18644679535,19300180338@fudan.edu.cn,"Houda Street, Delhi",1
2839,Annaisym,Annais Xuxian,Female,19195163641,19300180339@fudan.edu.cn,"Camero Street, Shanghai",1
2840,Mariamev7,Mariame Kornel,Male,18663671447,19300180340@fudan.edu.cn,"Avanth Lane, Tokyo",1
2841,NaomieYq,Naomie Christopher-Lee,Female,13735697408,19300180341@fudan.edu.cn,"Roma-G Street, Paris",1
2842,LienaJW,Liena Nehir,Female,18670401306,19300180342@fudan.edu.cn,"Reyann Road, Delhi",0
2843,Stefena1,Stefen Colm,Female,19139300079,19300180343@fudan.edu.cn,"Leandr Avenue, Manila",0
2844,TashatR,Tasha Is-Haq,Female,19184188653,19300180344@fudan.edu.cn,"Chloe- Road, Tokyo",0
2845,SandibM,Sandi Jovan,Male,18694683131,19300180345@fudan.edu.cn,"Viphop Avenue, Hong Kong",1
2846,Ellie-Meiwv,Ellie-Mei Tayana-Alexandra,Male,13730078631,19300180346@fudan.edu.cn,"Gyunes Lane, Delhi",1
2847,ChanceJM,Chance Rikijs,Male,18682882838,19300180347@fudan.edu.cn,"Leelyn Avenue, Sao Paulo",0
2848,Mouli5v,Mouli Isla-Jo,Male,18673876582,19300180348@fudan.edu.cn,"Al-Ami Road, Seoul",0
2849,Fraiyahtb,Fraiyah Warrith,Male,18635264992,19300180349@fudan.edu.cn,"Ashmat Street, Paris",1
2850,Rudi-RaefB,Rudi-Rae Diar,Female,15823898265,19300180350@fudan.edu.cn,"Jaidan Avenue, Sao Paulo",1
2851,Taylor-AnncV,Taylor-Ann Amielee,Male,15814414316,19300180351@fudan.edu.cn,"Haasik Street, Manila",0
2852,Rahozhb,Rahoz Rebecca-Pearl,Male,19157697121,19300180352@fudan.edu.cn,"Maduab Avenue, Madrid",0
2853,Aria-Maemr,Aria-Mae Iga,Male,13794207883,19300180353@fudan.edu.cn,"Breigh Avenue, Shanghai",1
2854,ZaccariaheR,Zaccariah Aurrie,Male,19183862758,19300180354@fudan.edu.cn,"Diton Avenue, Madrid",1
2855,Tanya4r,Tanya Oluwakemi,Male,13792226833,19300180355@fudan.edu.cn,"Lily-J Avenue, Buenos Aires",1
2856,KhoarysP,Khoary Dannon,Male,15831180609,19300180356@fudan.edu.cn,"Sreema Avenue, Delhi",0
2857,Calin-IonutMH,Calin-Ionut Feryal,Female,18995083228,19300180357@fudan.edu.cn,"Sonja Road, Guangzhou",0
2858,VarshaIZ,Varsha Chiora,Male,18935150486,19300180358@fudan.edu.cn,"Abinab Street, Seoul",1
2859,Bella-Raepn,Bella-Rae Adetoyosi,Male,18924359831,19300180359@fudan.edu.cn,"Calvin Avenue, London",1
2860,Tristan-Jamesf4,Tristan-James Agota,Female,13716158399,19300180360@fudan.edu.cn,"Marsha Street, Sao Paulo",1
2861,Maheed0,Mahee Jamieleigh,Male,19137239314,19300180361@fudan.edu.cn,"Diyaan Lane, London",0
2862,Yaginxp,Yagin Suleiman,Female,18661125973,19300180362@fudan.edu.cn,"Ajay Road, London",0
2863,SochisthNk,Sochisth Harmann,Male,19125864914,19300180363@fudan.edu.cn,"Ella-L Avenue, Delhi",0
2864,Reyaanshi6,Reyaansh Rilley,Male,18911755380,19300180364@fudan.edu.cn,"Erik Road, Madrid",1
2865,SunnyIw,Sunny Samyukatha,Male,18933538390,19300180365@fudan.edu.cn,"Kelcey Avenue, Beijing",1
2866,JoscelineSK,Josceline Emmellen,Female,13713470557,19300180366@fudan.edu.cn,"Anshde Street, Manila",0
2867,Karanay,Karan Ellyssa,Male,13767065837,19300180367@fudan.edu.cn,"Muirea Road, London",0
2868,Lacey-MaerQ,Lacey-Mae Leyana,Female,13782885305,19300180368@fudan.edu.cn,"Rachit Street, Madrid",0
2869,MeerXl,Meer Bella-Sophia,Male,13719707526,19300180369@fudan.edu.cn,"Freddi Avenue, Paris",1
2870,Maidie9u,Maidie Al-Houssen,Male,18626744421,19300180370@fudan.edu.cn,"Dughal Road, Los Angeles",0
2871,Calleet,Calle Tyron,Female,15868297508,19300180371@fudan.edu.cn,"Maslon Lane, Sao Paulo",0
2872,ElgarCy,Elgar Amandine,Male,18692620198,19300180372@fudan.edu.cn,"Savana Lane, Hong Kong",1
2873,UmayyahRK,Umayyah Kleo-Drew,Male,19193989230,19300180373@fudan.edu.cn,"Osarum Avenue, Sao Paulo",0
2874,AleemlL,Aleem Laiyba,Male,15822326296,19300180374@fudan.edu.cn,"Nhilah Lane, Shanghai",1
2875,DemidZW,Demid Payton-Mai,Female,18698403737,19300180375@fudan.edu.cn,"Sayhan Road, Guangzhou",0
2876,Ohran0U,Ohran Sarina,Male,15872422718,19300180376@fudan.edu.cn,"Manuel Street, Seoul",0
2877,Elli'mayuv,Elli'may Jeanie-Anne,Male,18671393119,19300180377@fudan.edu.cn,"Ot Avenue, Paris",1
2878,Edvanio2X,Edvanio Keenan,Female,18958489756,19300180378@fudan.edu.cn,"Ailie Avenue, Seoul",1
2879,Andriana6s,Andriana Tazmeen,Female,18979304638,19300180379@fudan.edu.cn,"Keshav Lane, Seoul",1
2880,VivieneC3,Viviene Briadhea-Lyn,Male,18925675647,19300180380@fudan.edu.cn,"Zeehan Road, Bangkok",0
2881,Lexii-Graceoo,Lexii-Grace TRUE,Female,18657264174,19300180381@fudan.edu.cn,"Deran Avenue, Beijing",1
2882,Hooriahwi,Hooriah Sinan,Male,13779788883,19300180382@fudan.edu.cn,"Luca Avenue, Paris",1
2883,RhonaYh,Rhona Caidyn,Male,13762611566,19300180383@fudan.edu.cn,"Nkosip Avenue, Paris",0
2884,ZinahLE,Zinah Kaima,Female,19178311183,19300180384@fudan.edu.cn,"Artai Lane, Delhi",0
2885,FadimeiX,Fadime Ceanna,Male,18944083337,19300180385@fudan.edu.cn,"Cage Street, Tokyo",1
2886,ThaksayaV8,Thaksaya Asma'u,Female,18964085389,19300180386@fudan.edu.cn,"Kaidre Street, Beijing",1
2887,IrieF6,Irie Ozain,Male,18626047119,19300180387@fudan.edu.cn,"Uyi Road, Bangkok",1
2888,RhaynagN,Rhayna Gillian,Female,18972163975,19300180388@fudan.edu.cn,"Lily-M Avenue, Los Angeles",0
2889,Surya5c,Surya Liall,Female,19178534268,19300180389@fudan.edu.cn,"Elsy Avenue, Madrid",1
2890,Millie-Jox9,Millie-Jo Dallyn,Male,19159873980,19300180390@fudan.edu.cn,"Lealan Road, Sao Paulo",1
2891,Ellie-MaePa,Ellie-Mae Charlie-Ann,Female,18623226457,19300180391@fudan.edu.cn,"Thea-R Street, Shanghai",1
2892,ModouB6,Modou Bhevin,Male,15832081506,19300180392@fudan.edu.cn,"Bintou Lane, Paris",0
2893,RomayalT,Romaya Laurentiu,Female,18963823486,19300180393@fudan.edu.cn,"Thaban Road, Delhi",0
2894,Mason-JamesIh,Mason-James Zahid,Male,18687391241,19300180394@fudan.edu.cn,"Amberl Lane, Shanghai",0
2895,EuodiaJX,Euodia C-Jai,Female,18669364775,19300180395@fudan.edu.cn,"Maleah Avenue, Hong Kong",1
2896,ZoedJ,Zoe Agniprava,Female,18969878232,19300180396@fudan.edu.cn,"Lily-J Lane, Seoul",0
2897,Kincso9y,Kincso Omer,Male,18949665335,19300180397@fudan.edu.cn,"Ingebj Lane, Guangzhou",1
2898,MartynaAe,Martyna Miyurikaa,Female,18668333517,19300180398@fudan.edu.cn,"M Road, Beijing",0
2899,Tony-AlexanderQ2,Tony-Alexander Mylez,Female,15846677562,19300180399@fudan.edu.cn,"Mayame Street, Paris",1
2900,Didar1o,Didar Autumn-Lucia,Female,13782002260,19300180400@fudan.edu.cn,"Kayla- Street, Madrid",1
2901,Shaelynn9V,Shaelynn Emrie,Male,18969813312,19300180401@fudan.edu.cn,"Vilho Street, Tokyo",0
2902,FatenhP,Faten Keiron,None,18977152663,19300180402@fudan.edu.cn,"Nazal Road, Tokyo",1
2903,Catrinasj,Catrina Lillyana,Male,18618035521,19300180403@fudan.edu.cn,"Noa Avenue, Manila",1
2904,Tingruibw,Tingrui Carly-Rose,Female,19158807892,19300180404@fudan.edu.cn,"Aillee Street, Beijing",1
2905,SylverQA,Sylver Leandro,Female,15839482212,19300180405@fudan.edu.cn,"Arvinj Avenue, Manila",0
2906,JiaruoLT,Jiaruo Atalyia,Female,18950359350,19300180406@fudan.edu.cn,"Aqeela Road, London",0
2907,LivtV,Liv Keoni,Male,15841196454,19300180407@fudan.edu.cn,"Rainna Road, London",0
2908,Abbie-Blossom1X,Abbie-Blossom Awad,Male,18970928757,19300180408@fudan.edu.cn,"Clea Lane, Shanghai",1
2909,Leisha-Janet7,Leisha-Jane Lemma,Female,13759597892,19300180409@fudan.edu.cn,"Mona Street, Seoul",1
2910,BhavjalTI,Bhavjal Ranbir,Female,13718668852,19300180410@fudan.edu.cn,"Cathry Road, Hong Kong",1
2911,JersiTv,Jersi Junnut,Male,18692377147,19300180411@fudan.edu.cn,"Visagh Lane, Paris",1
2912,Carenna-RenaiOy,Carenna-Renai Darshan,Female,15816759552,19300180412@fudan.edu.cn,"Muhamm Street, Hong Kong",0
2913,Elena-Roseyv,Elena-Rose Roosevelt,Female,18992454564,19300180413@fudan.edu.cn,"Siga Road, Seoul",1
2914,SinitaSE,Sinita Medinah,Female,18940477132,19300180414@fudan.edu.cn,"Ruard Lane, Sao Paulo",1
2915,Bozenabw,Bozena Chandon,Male,15825871958,19300180415@fudan.edu.cn,"Ava-Br Street, Los Angeles",0
2916,Tahiraty,Tahira Bahar,None,19165997565,19300180416@fudan.edu.cn,"Rahmaa Street, Seoul",1
2917,WalterQn,Walter Elikem,Female,18939914520,19300180417@fudan.edu.cn,"Kyros Avenue, Sao Paulo",1
2918,LarannuC,Larann Roseann,Male,13746607065,19300180418@fudan.edu.cn,"Kevan Road, Hong Kong",0
2919,Marissalq,Marissa Miley-Louise,Female,13792955141,19300180419@fudan.edu.cn,"Divine Lane, Madrid",1
2920,Autumn-Rose54,Autumn-Rose Lauchlan,Male,19142636679,19300180420@fudan.edu.cn,"Vanshi Street, Madrid",0
2921,MekhiZE,Mekhi Aradhna,Male,19165902301,19300180421@fudan.edu.cn,"Ayvah Avenue, Buenos Aires",0
2922,UlamilakM,Ulamila Lucina,Female,18959578043,19300180422@fudan.edu.cn,"Aivah- Avenue, Madrid",1
2923,Kanayae2,Kanaya Averie-Elise,Male,18653118898,19300180423@fudan.edu.cn,"Zena Road, Tokyo",0
2924,Dani-Maycz,Dani-May Ryhan,Female,13711009965,19300180424@fudan.edu.cn,"Nehohm Lane, Paris",0
2925,Aarya0I,Aarya Elmae,None,15876238154,19300180425@fudan.edu.cn,"Thanus Street, Tokyo",1
2926,Elalouiseox,Elalouise Rubyjane,None,18680695909,19300180426@fudan.edu.cn,"Niarah Road, London",0
2927,Ailissa34,Ailissa Luo,None,18690403707,19300180427@fudan.edu.cn,"Pranja Lane, London",0
