,name,phone_number,email,contacts,address
2380,Ashdyn Enterprise,19116249268,19307130380@sjtu.edu.cn,Sissy Sammy,"Alejan Road, Buenos Aires"
2381,Lannah Enterprise,18978431326,19307130381@sjtu.edu.cn,Arisha Zhining,"Mckayl Avenue, Seoul"
2382,Iysla Enterprise,18936626222,19307130382@sjtu.edu.cn,Nicola Dex,"Eden-F Lane, Hong Kong"
2383,Miloslav Enterprise,19197183378,19307130383@sjtu.edu.cn,Dune Cristie,"Ehva Lane, Bangkok"
2384,Amie-Belle Enterprise,13784930086,19307130384@sjtu.edu.cn,Towa Rovan,"Danaya Street, Paris"
2385,Thierry Enterprise,19169258307,19307130385@sjtu.edu.cn,Aizel Minny-Lydi,"Shonag Road, Bangkok"
2386,Shaelyn Enterprise,13724186349,19307130386@sjtu.edu.cn,Liby Zakriyya,"Alliya Road, Paris"
2387,Niree Enterprise,18662609229,19307130387@sjtu.edu.cn,Salomea Jayceon,"Taslim Avenue, Hong Kong"
2388,Ionathan Enterprise,15859971392,19307130388@sjtu.edu.cn,Szaffi Aviraaj,"Jeeda Lane, Guangzhou"
2389,Calian Enterprise,18623152754,19307130389@sjtu.edu.cn,Elvy A-Jay,"Keeyan Road, Beijing"
2390,Salesha Enterprise,15888428586,19307130390@sjtu.edu.cn,Alysiah Glenn,"Cloda Lane, Seoul"
2391,Tunmise Enterprise,18658778174,19307130391@sjtu.edu.cn,Sansa Robert-Thomas,"Julian Lane, Bangkok"
2392,Bibiana Enterprise,18993316067,19307130392@sjtu.edu.cn,Lenni-Grace Alias,"Kaname Avenue, London"
2393,Oluwafifehanmi Enterprise,18984350432,19307130393@sjtu.edu.cn,Faha Laura-Leigh,"Jamill Street, Paris"
2394,Illiyah Enterprise,13718931492,19307130394@sjtu.edu.cn,Inniyan Cyde,"Layney Road, Bangkok"
2395,Juliusz Enterprise,19138645719,19307130395@sjtu.edu.cn,Guthrie Ioannis,"Kaydan Street, Beijing"
2396,Aviwe Enterprise,18974452268,19307130396@sjtu.edu.cn,Fallin Esrin,"Mccaul Lane, Guangzhou"
2397,Elie-Mai Enterprise,18630983910,19307130397@sjtu.edu.cn,Yamundow Mahlea,"Alyxs Avenue, Guangzhou"
2398,Zhihan Enterprise,18635892095,19307130398@sjtu.edu.cn,Faythe Eliza-Rose,"Jay-Le Street, Hong Kong"
2399,Roxy Enterprise,18936833811,19307130399@sjtu.edu.cn,Whynter-Rose Samia,"Ava-Br Avenue, Guangzhou"
2400,Nanwe Enterprise,13737551504,19307130400@sjtu.edu.cn,Milani Madalin,"Babaid Road, Paris"
2401,Pretty Enterprise,13743398656,19307130401@sjtu.edu.cn,Evelyn-Kay Raymah,"Spheia Lane, Guangzhou"
2402,Aneurin Enterprise,15889786140,19307130402@sjtu.edu.cn,Riordan Perrie,"C Lane, Buenos Aires"
2403,Linton Enterprise,13765191623,19307130403@sjtu.edu.cn,Facundo Abobaker,"Donan Avenue, Paris"
2404,Abhainn Enterprise,13740999161,19307130404@sjtu.edu.cn,Zeeanna Alyishia,"Abrahi Street, Los Angeles"
2405,Junjie Enterprise,19186815213,19307130405@sjtu.edu.cn,Esme-Storm Farzad,"Oaliya Road, Sao Paulo"
2406,Tia-Angel Enterprise,15843627412,19307130406@sjtu.edu.cn,Antonia Arthik,"Javayr Lane, Buenos Aires"
2407,Jae-Leigh Enterprise,18654969599,19307130407@sjtu.edu.cn,Julija Abdelmageed,"Azeldi Avenue, Sao Paulo"
2408,Davone Enterprise,13790157526,19307130408@sjtu.edu.cn,Lama Zhiqing,"Rocco Road, Guangzhou"
2409,Mustaeen Enterprise,18643407731,19307130409@sjtu.edu.cn,Don Lelah,"Keyann Road, Buenos Aires"
2410,Kobyn Enterprise,19113029492,19307130410@sjtu.edu.cn,Cowyn Maleeka,"Lilly Lane, Los Angeles"
2411,Millie-Rae Enterprise,18922989768,19307130411@sjtu.edu.cn,Naylan Harrisyn,"Alexan Avenue, Los Angeles"
2412,Javon Enterprise,18980274170,19307130412@sjtu.edu.cn,Ninghao Landyn,"Aimee- Road, Paris"
2413,Nadesh Enterprise,19113279782,19307130413@sjtu.edu.cn,Brin Lochain,"Adalet Road, Sao Paulo"
2414,Siardus Enterprise,18978113931,19307130414@sjtu.edu.cn,Alphia Tarka,"Dirk Avenue, Paris"
2415,Alvy Enterprise,15886060099,19307130415@sjtu.edu.cn,Fenton Bulou,"Noah-S Lane, Seoul"
2416,Jill Enterprise,18913839823,19307130416@sjtu.edu.cn,Evangelina Ameyaa,"Grieg Street, Bangkok"
2417,Kailie Enterprise,19127269930,19307130417@sjtu.edu.cn,Rafaels Samieul-Ali,"Fenn Lane, Seoul"
2418,Carson-Ray Enterprise,15864812991,19307130418@sjtu.edu.cn,Teoman Mollie-Jean,"Braan Road, Tokyo"
2419,Hongming Enterprise,15820841885,19307130419@sjtu.edu.cn,Anisah Daxx,"Safiat Avenue, Delhi"
2420,Noah-Sean Enterprise,18936457533,19307130420@sjtu.edu.cn,Riana Shahnaz,"Saman Road, Manila"
2421,Ella-Mae Enterprise,18619755994,19307130421@sjtu.edu.cn,Calixte Hamysh,"Emilli Street, Manila"
2422,Kierah Enterprise,13781700953,19307130422@sjtu.edu.cn,Zoie Sehjveer,"Darcy- Street, London"
2423,Parishay Enterprise,18646860624,19307130423@sjtu.edu.cn,Kallen Milliemae,"Hamno Road, Guangzhou"
2424,Capucine Enterprise,15849290760,19307130424@sjtu.edu.cn,Zakariya Jailyn,"Benjym Lane, London"
2425,Kerisha Enterprise,15875700534,19307130425@sjtu.edu.cn,Khylin Jorji,"Kassem Lane, Sao Paulo"
2426,Emelie Enterprise,18643819796,19307130426@sjtu.edu.cn,Gulianna Jorjia,"Letiti Avenue, Tokyo"
2427,Nayara Enterprise,15865871496,19307130427@sjtu.edu.cn,Faatimah Kaiyn,"Oluwat Street, Paris"
2428,Christodoulia Enterprise,19168591081,19307130428@sjtu.edu.cn,Mcgarvie Villiam,"Nikla Lane, Buenos Aires"
2429,Raunak Enterprise,18644889095,19307130429@sjtu.edu.cn,Peyton-Nicole Avah-Louise,"Hila Street, Paris"
2430,Shaun-James Enterprise,13730343175,19307130430@sjtu.edu.cn,Dallan Jacob-John,"Amilij Lane, Tokyo"
2431,Minny-Lydi Enterprise,15883764891,19307130431@sjtu.edu.cn,Vrisha Maisie-Leigh,"Cadin Street, Guangzhou"
2432,Maree Enterprise,18691602485,19307130432@sjtu.edu.cn,Rikku Bellamaria,"Aimeel Avenue, Guangzhou"
2433,Sochima Enterprise,19175802727,19307130433@sjtu.edu.cn,Ahleen Koner,"Mackli Street, London"
2434,Finley-Jack Enterprise,19126533488,19307130434@sjtu.edu.cn,Jennie Dahra,"Parker Road, Tokyo"
2435,Emanuela Enterprise,19197945920,19307130435@sjtu.edu.cn,Ibinye Salvatore,"Signey Road, Tokyo"
2436,Able Enterprise,18992874716,19307130436@sjtu.edu.cn,Reid Arken-River,"Mohame Street, Guangzhou"
2437,Alec-Andrew Enterprise,18670283843,19307130437@sjtu.edu.cn,Radovan Bentley,"Swarac Road, Delhi"
2438,Miah Enterprise,13738916326,19307130438@sjtu.edu.cn,Tervel Savannarose,"Mia-An Road, Los Angeles"
2439,Nerea Enterprise,18614245677,19307130439@sjtu.edu.cn,Luc-Anthony Sasan,"Aysel Street, Tokyo"
2440,Oluwafiyanuhanmi Enterprise,18631305626,19307130440@sjtu.edu.cn,Deceneu Shalahuddin,"Favour Avenue, Tokyo"
2441,Brieaca Enterprise,18966573966,19307130441@sjtu.edu.cn,Albadr Merlin,"Antoin Lane, Madrid"
2442,John-Lee Enterprise,15879506975,19307130442@sjtu.edu.cn,Lexi Enateri,"Murtag Street, Tokyo"
2443,Cristie Enterprise,18670782951,19307130443@sjtu.edu.cn,Lleyton-James Esperanza,"Al-Has Avenue, Los Angeles"
2444,Sara-Kate Enterprise,15867493279,19307130444@sjtu.edu.cn,Markus Nyrelle,"Aimee- Street, Los Angeles"
2445,Ghedeon Enterprise,19156419702,19307130445@sjtu.edu.cn,Marissa-Grace Charleigh-Rose,"Aivah- Road, Buenos Aires"
2446,Olea Enterprise,15850887613,19307130446@sjtu.edu.cn,Rameesah Flavius,"Ameen Street, Sao Paulo"
2447,Atputha Enterprise,18679640070,19307130447@sjtu.edu.cn,Molly-Jo Coady,"Olivia Street, Hong Kong"
2448,Murreann Enterprise,19155714557,19307130448@sjtu.edu.cn,Levko Hussain-Mahdi,"Kyelia Avenue, Shanghai"
2449,Zynnell Enterprise,19146345782,19307130449@sjtu.edu.cn,Haari Venice,"Kabing Street, Manila"
2450,Harry-James Enterprise,19122762225,19307130450@sjtu.edu.cn,Kiayn Kayan,"Thejal Road, Shanghai"
2451,Keisha Enterprise,18629412740,19307130451@sjtu.edu.cn,Darro-John Mus'ab,"Carah Avenue, Manila"
2452,Atharv Enterprise,15818474607,19307130452@sjtu.edu.cn,Obinna Cyril,"Bryani Avenue, Manila"
2453,Haniyya Enterprise,13759669735,19307130453@sjtu.edu.cn,Uendjiundja Nikkayla,"Paxton Lane, Madrid"
2454,Morayo Enterprise,19144710190,19307130454@sjtu.edu.cn,Jaycee Amiyah,"Eirika Street, Hong Kong"
2455,Anarkali Enterprise,18984852217,19307130455@sjtu.edu.cn,Levi-Rose Izuwa,"Paraw Avenue, Shanghai"
2456,Areina Enterprise,15837934483,19307130456@sjtu.edu.cn,Oluwatimilehin Kamryn-Lee,"Winter Road, Manila"
2457,Myrsini Enterprise,19148191182,19307130457@sjtu.edu.cn,Galin Iyeesha,"Caetli Lane, Hong Kong"
2458,Cal Enterprise,19127507307,19307130458@sjtu.edu.cn,Marshall Numa,"Lihyla Street, Los Angeles"
2459,Mannie Enterprise,15830085510,19307130459@sjtu.edu.cn,Lannan Aronas,"Katrio Lane, Sao Paulo"
2460,Tristan Enterprise,15860566952,19307130460@sjtu.edu.cn,Zackariya Mariah,"Riza Road, Manila"
2461,Chuhdary Enterprise,19154040901,19307130461@sjtu.edu.cn,Daria Rawand,"Darcey Road, Shanghai"
2462,Hansen Enterprise,18958685477,19307130462@sjtu.edu.cn,Baneen Carly-Rose,"Neena Avenue, Delhi"
2463,Tair Enterprise,13744346133,19307130463@sjtu.edu.cn,Callie-Louise Ketanthi,"Ribh Road, Guangzhou"
2464,Elyana Enterprise,13743579151,19307130464@sjtu.edu.cn,Ayd Ronak,"Tahani Lane, Madrid"
2465,Jonathon Enterprise,15837834741,19307130465@sjtu.edu.cn,Rudi-Jac Canelo,"Louise Street, Sao Paulo"
2466,Leith Enterprise,13740187358,19307130466@sjtu.edu.cn,Chenyi Sunaya,"Geordi Street, Beijing"
2467,Kyla-Jane Enterprise,13748470612,19307130467@sjtu.edu.cn,Ozkar Charlotte-Rose,"Airann Lane, Manila"
2468,Aiman Enterprise,18686341717,19307130468@sjtu.edu.cn,Graeme Oluwatobi,"Hansen Road, Los Angeles"
2469,Astile Enterprise,18912976196,19307130469@sjtu.edu.cn,Ciree Siyona,"Fariz Avenue, Delhi"
2470,John-Wallace Enterprise,18929734672,19307130470@sjtu.edu.cn,Annelie Tristen,"Luc-An Road, Shanghai"
2471,Brianagh Enterprise,15838121580,19307130471@sjtu.edu.cn,Rhys-Alexander Bertie,"Jamie- Avenue, Sao Paulo"
2472,Reino-Lee Enterprise,19151192005,19307130472@sjtu.edu.cn,Marcus Ilena,"Devlin Avenue, Shanghai"
2473,Babatunde Enterprise,19197070303,19307130473@sjtu.edu.cn,Josie-Rae Aile,"Konrad Road, Delhi"
2474,Kearyn Enterprise,18934104393,19307130474@sjtu.edu.cn,Daisy-Tannis Ocean,"Diba Avenue, Sao Paulo"
2475,Mylea Enterprise,15892243170,19307130475@sjtu.edu.cn,Ojochenemi Cuinn,"Naima Road, Bangkok"
2476,Starr Enterprise,18691313800,19307130476@sjtu.edu.cn,Garland Majus,"Chimdi Road, London"
2477,Quinten Enterprise,13758496414,19307130477@sjtu.edu.cn,Malissa Sehee,"Kielan Avenue, Shanghai"
2478,Nawara Enterprise,15875993514,19307130478@sjtu.edu.cn,Lally Fremah,"James- Street, Buenos Aires"
2479,Ragiu Enterprise,18665762978,19307130479@sjtu.edu.cn,Tiffani Cadwyn,"Starli Lane, Buenos Aires"
2480,Duncan-John Enterprise,15845201841,19307130480@sjtu.edu.cn,Hermione Skyelyr,"Skylar Avenue, London"
2481,Johnson Enterprise,15870817742,19307130481@sjtu.edu.cn,Adele Kadison,"Lamisa Avenue, Sao Paulo"
2482,Anna-Katerina Enterprise,18625829429,19307130482@sjtu.edu.cn,Khayden Emaili-Rose,"Ben Lane, Tokyo"
2483,Marios Enterprise,18696115795,19307130483@sjtu.edu.cn,Eliott Ayhan,"Aarish Road, Buenos Aires"
2484,Adore Enterprise,13728033900,19307130484@sjtu.edu.cn,Sammy-Lee Kacey-Jay,"Esmae- Road, Paris"
2485,Colley Enterprise,18988875005,19307130485@sjtu.edu.cn,Millie-Vanessa Jiu,"Amelia Avenue, Beijing"
2486,Layton-Stewart Enterprise,15815858639,19307130486@sjtu.edu.cn,Cerryn Xin,"Lumen Street, Tokyo"
2487,Emsley Enterprise,19140623573,19307130487@sjtu.edu.cn,Hananeel Mela,"Amiee- Avenue, Buenos Aires"
2488,Malyka Enterprise,19110757589,19307130488@sjtu.edu.cn,Kimiko Mar,"Myla-J Avenue, Beijing"
2489,Taina Enterprise,13714312193,19307130489@sjtu.edu.cn,Harkeerat Hajraah,"Domini Street, Guangzhou"
2490,Halle-Jai Enterprise,18940326080,19307130490@sjtu.edu.cn,Minha Yashvin,"Waness Lane, Bangkok"
2491,Harmander Enterprise,18980107818,19307130491@sjtu.edu.cn,Luigi Ezekiel,"Juliet Lane, Hong Kong"
2492,Boni Enterprise,18967210637,19307130492@sjtu.edu.cn,Anka Colla,"Halcro Street, Buenos Aires"
2493,Sholo Enterprise,13768035431,19307130493@sjtu.edu.cn,Lawri Andrejs,"Dolina Road, Los Angeles"
2494,Emosi Enterprise,18697017326,19307130494@sjtu.edu.cn,Aviral Ajwa,"Poppy- Street, Bangkok"
2495,Jake-James Enterprise,13746119000,19307130495@sjtu.edu.cn,Tanishi Israe,"Valent Lane, Madrid"
2496,Osayawe Enterprise,15810455038,19307130496@sjtu.edu.cn,Premanjali Matipa,"Rosett Street, Shanghai"
2497,Beibhinn Enterprise,13789114407,19307130497@sjtu.edu.cn,Shehnoor Nydee,"Lucy-M Lane, Hong Kong"
2498,Yohan Enterprise,18930778894,19307130498@sjtu.edu.cn,Avanna Kaven,"Raaina Lane, Shanghai"
2499,Primrose Enterprise,19141045810,19307130499@sjtu.edu.cn,Enea Se,"Graeme Road, Manila"
2500,Kaicen Enterprise,18665444487,19300180000@sjtu.edu.cn,Coby-Lee Carson-Craig,"Kachim Street, Seoul"
2501,Afroditi Enterprise,18655728401,19300180001@sjtu.edu.cn,Keavi Jessica-Jayne,"Khamis Avenue, Tokyo"
2502,Riley-Scott Enterprise,18990713322,19300180002@sjtu.edu.cn,Shri Pixie-May,"Reaba Street, Shanghai"
2503,Gijs Enterprise,18929908236,19300180003@sjtu.edu.cn,Kynon Lausyn,"Aurea Road, Tokyo"
2504,Dimitar Enterprise,18936537334,19300180004@sjtu.edu.cn,Lanagrace Rozanna,"Faris- Road, Hong Kong"
2505,Folasade Enterprise,18675675409,19300180005@sjtu.edu.cn,Amelia-Leigh Mila-Jane,"Sonya- Lane, Guangzhou"
2506,Kendra Enterprise,18650696946,19300180006@sjtu.edu.cn,Chara Nylah-Grace,"Ruaidr Street, Los Angeles"
2507,Brayden Enterprise,19187427972,19300180007@sjtu.edu.cn,Mahar Ruby-Elise,"Joaqui Road, Hong Kong"
2508,Bhavyasri Enterprise,13714630797,19300180008@sjtu.edu.cn,Kyllian Ream,"Leitha Road, Paris"
2509,Harrison-Russell Enterprise,18610213909,19300180009@sjtu.edu.cn,Mikhil Sakib,"Aidan- Road, Buenos Aires"
2510,Matiass Enterprise,15823899844,19300180010@sjtu.edu.cn,Ria-Rose Paavani,"Bailey Avenue, Los Angeles"
2511,Tyler-Jackson Enterprise,18985193351,19300180011@sjtu.edu.cn,Liloh Kial,"Ameila Street, Hong Kong"
2512,Lilley Enterprise,18688523884,19300180012@sjtu.edu.cn,Jula Blane,"Zsa Avenue, Shanghai"
2513,Abbi-Rose Enterprise,13796348859,19300180013@sjtu.edu.cn,Isla Wasif,"Franzi Avenue, Bangkok"
2514,Abiagael Enterprise,18674421924,19300180014@sjtu.edu.cn,Mahrukh Lilibet,"Kayla- Avenue, Manila"
2515,Carsey Enterprise,13762136352,19300180015@sjtu.edu.cn,Robynlee Moanah,"Latina Avenue, Beijing"
2516,Ming Enterprise,18917989915,19300180016@sjtu.edu.cn,Kiain Livvia,"Maja Road, Sao Paulo"
2517,Caitlyne-Rose Enterprise,19140631973,19300180017@sjtu.edu.cn,Sampreet Adja,"Sean-A Street, Bangkok"
2518,Chinagozim Enterprise,18938728968,19300180018@sjtu.edu.cn,Edrey Hanley,"Kimona Street, Delhi"
2519,Abiba Enterprise,19140520749,19300180019@sjtu.edu.cn,Gift Braien,"Laich Street, Hong Kong"
2520,Llewyn Enterprise,18935467752,19300180020@sjtu.edu.cn,Romie Niu,"Gethyn Street, Hong Kong"
2521,Anasuya Enterprise,13733753240,19300180021@sjtu.edu.cn,Kaylib-Lee Mylee,"Emmano Street, Tokyo"
2522,Sophia-Lee Enterprise,18633786083,19300180022@sjtu.edu.cn,Aashir Bennett,"Sanad Lane, Beijing"
2523,Dicky Enterprise,19139110763,19300180023@sjtu.edu.cn,Armaal Lana-Mai,"Paisla Street, Guangzhou"
2524,Arielle-Rose Enterprise,18918411682,19300180024@sjtu.edu.cn,Ailin Gassan,"Isyla Avenue, Seoul"
2525,Han Enterprise,18995313912,19300180025@sjtu.edu.cn,Maxym Kara-Yvonne,"Cendal Lane, Delhi"
2526,Jacoby Enterprise,19117304730,19300180026@sjtu.edu.cn,Giorgio Lio'nel,"Kardel Road, Los Angeles"
2527,Oluwasemilore Enterprise,13749405725,19300180027@sjtu.edu.cn,Siyu Fatoumata,"Aaryia Avenue, London"
2528,Yassere Enterprise,15872501224,19300180028@sjtu.edu.cn,Lawren Jonahn,"Hanley Lane, Los Angeles"
2529,Eireann-Rose Enterprise,18680550129,19300180029@sjtu.edu.cn,Omnya Brennah,"Seyon Road, Paris"
2530,Skylah Enterprise,13771236972,19300180030@sjtu.edu.cn,Moreno Gao,"Joshua Avenue, Seoul"
2531,Abu Enterprise,19188680817,19300180031@sjtu.edu.cn,Davi Riyaadh,"Britta Road, Shanghai"
2532,Kaleigha Enterprise,13749661470,19300180032@sjtu.edu.cn,Manisa Bonni,"Ersion Street, Delhi"
2533,Liby Enterprise,18637338866,19300180033@sjtu.edu.cn,Binyameen Marysia,"Khayde Avenue, Los Angeles"
2534,Malath Enterprise,15821831953,19300180034@sjtu.edu.cn,Sofia-Leigh Lolah,"Natasa Lane, Seoul"
2535,Kenneth-James Enterprise,13752648628,19300180035@sjtu.edu.cn,Brajan Admir,"Mackyn Street, Los Angeles"
2536,Miley-Ella Enterprise,13788077069,19300180036@sjtu.edu.cn,Leeah'j Moriiyanu,"Callai Street, Shanghai"
2537,Cayrn Enterprise,19156252626,19300180037@sjtu.edu.cn,Musab Jordy,"Eftely Lane, Manila"
2538,Laci-May Enterprise,15839758616,19300180038@sjtu.edu.cn,Ava-Rose Betty-James,"Lucian Lane, Madrid"
2539,Innarah Enterprise,18693572288,19300180039@sjtu.edu.cn,Mairidhanne Kaiser,"Kadi-L Road, Los Angeles"
2540,Yomen Enterprise,13792542596,19300180040@sjtu.edu.cn,Le-Ah Julie,"Porsch Lane, Bangkok"
2541,Pixie-May Enterprise,13728382842,19300180041@sjtu.edu.cn,Akash Arsav,"Serina Road, Buenos Aires"
2542,Mirell Enterprise,18677763513,19300180042@sjtu.edu.cn,Tarjei Cody-Ross,"Eva-Jo Street, Seoul"
2543,Suryansh Enterprise,18971344110,19300180043@sjtu.edu.cn,Zaryab Eshal,"Mao Street, Los Angeles"
2544,Abdulelah Enterprise,19193954141,19300180044@sjtu.edu.cn,Aimili Mosa,"Jordon Lane, Seoul"
2545,John-Williams Enterprise,13781373809,19300180045@sjtu.edu.cn,Kushveer Gulsom,"Shania Road, Madrid"
2546,Stone Enterprise,19126652434,19300180046@sjtu.edu.cn,Haoyuan Atipaishe,"Ember- Road, Beijing"
2547,Tyem Enterprise,13739895257,19300180047@sjtu.edu.cn,Helena Leon-Anthony,"Everly Avenue, Tokyo"
2548,Amauche Enterprise,15866859189,19300180048@sjtu.edu.cn,Gabija Ameed,"Aemee- Street, Los Angeles"
2549,Dhvip Enterprise,18659336942,19300180049@sjtu.edu.cn,Avah-Remi Panagiotis,"Alekse Avenue, Paris"
2550,Tybalt Enterprise,13739336191,19300180050@sjtu.edu.cn,Brogan-Leigh Amyann,"Aimee- Road, London"
2551,Khami Enterprise,15856363948,19300180051@sjtu.edu.cn,Marney-Jay Ebony-Louise,"Visnja Lane, Hong Kong"
2552,Callie-Jo Enterprise,18698644444,19300180052@sjtu.edu.cn,Paudraig Lola-Ray,"Hanjun Avenue, Delhi"
2553,Mallakye Enterprise,15885440957,19300180053@sjtu.edu.cn,Airan Ashvihan,"Iroroe Lane, London"
2554,Keiana Enterprise,13738033634,19300180054@sjtu.edu.cn,Athulya Sorcha,"Javier Road, Seoul"
2555,Yarami Enterprise,18620955706,19300180055@sjtu.edu.cn,Mairi-Ella Hubert,"Usaeed Street, Manila"
2556,Raiyna Enterprise,19195925804,19300180056@sjtu.edu.cn,Arlon Jeanne,"Malvik Street, Beijing"
2557,Mahari Enterprise,19138242384,19300180057@sjtu.edu.cn,Diletta Kerry-Anne,"Paight Avenue, Hong Kong"
2558,Aysla Enterprise,15874291519,19300180058@sjtu.edu.cn,Cadence Kyaan,"Darcy- Road, Los Angeles"
2559,Jolee Enterprise,13789423844,19300180059@sjtu.edu.cn,Satoya Ela-Grace,"Zoltan Street, Delhi"
2560,Maizi Enterprise,18977374692,19300180060@sjtu.edu.cn,Kleio Plamen,"Gallac Road, Tokyo"
2561,Esmay Enterprise,19120680670,19300180061@sjtu.edu.cn,Heyran Doilidh,"Ravnee Street, London"
2562,Natassia Enterprise,18965323587,19300180062@sjtu.edu.cn,Sophiya Mecah,"Gaja Avenue, Manila"
2563,Saliah Enterprise,18952809262,19300180063@sjtu.edu.cn,Vaclav Fenton,"Kechuk Road, Buenos Aires"
2564,Christos-Johannes Enterprise,18688860070,19300180064@sjtu.edu.cn,Vivianne Eloy,"Iranda Road, Bangkok"
2565,Ksenia Enterprise,18970899204,19300180065@sjtu.edu.cn,Nikko Senga,"Ablie Road, Buenos Aires"
2566,Coco-Catarina Enterprise,13741519927,19300180066@sjtu.edu.cn,Somhairle Chaniel,"Atalia Road, Los Angeles"
2567,Rozhin Enterprise,18640186501,19300180067@sjtu.edu.cn,Aahana Poppy-Sue,"Miklos Avenue, Delhi"
2568,Kendall-Aileen Enterprise,18948724255,19300180068@sjtu.edu.cn,Cami-Li Azzan,"Inabiy Avenue, Shanghai"
2569,Akshat Enterprise,18628263162,19300180069@sjtu.edu.cn,Lilliemae Marshall-Jack,"Heerad Road, Buenos Aires"
2570,Jeitt Enterprise,18980466730,19300180070@sjtu.edu.cn,Riminozu Margo,"Ivara Avenue, Sao Paulo"
2571,Azora Enterprise,19150670895,19300180071@sjtu.edu.cn,Marie Zaim,"Staysi Lane, Los Angeles"
2572,Ryan-Ray Enterprise,18926873047,19300180072@sjtu.edu.cn,Millie-Grace Lillygrace,"Laytn Lane, Seoul"
2573,Yurana Enterprise,18659482853,19300180073@sjtu.edu.cn,Upe Ruwa,"Manaal Road, Buenos Aires"
2574,Kenyon Enterprise,15843678148,19300180074@sjtu.edu.cn,Sisanwunmi Milanna,"Kaliro Lane, Sao Paulo"
2575,Norina Enterprise,15850084548,19300180075@sjtu.edu.cn,Caidynce Orvin,"Tejash Street, Guangzhou"
2576,Isiah Enterprise,18699313404,19300180076@sjtu.edu.cn,Golibe Hui,"Oghene Street, Los Angeles"
2577,Oluwatundemilade Enterprise,18999773024,19300180077@sjtu.edu.cn,Lizelle Lumin,"Maryn Avenue, Manila"
2578,Zoya Enterprise,18653424878,19300180078@sjtu.edu.cn,Avikal Jaiyi,"Iretio Street, Bangkok"
2579,Yusra Enterprise,18931624764,19300180079@sjtu.edu.cn,Rosalind Zara-Nicole,"Aphra Street, Madrid"
2580,Emelie Enterprise,19110913584,19300180080@sjtu.edu.cn,Jay-Dominic Durvish,"Minen Street, Seoul"
2581,Avanthika Enterprise,15847116887,19300180081@sjtu.edu.cn,Khloe-Michelle Maika,"Jayden Avenue, Madrid"
2582,Zefeng Enterprise,13798821752,19300180082@sjtu.edu.cn,Uthman Keitija,"Quincy Lane, Hong Kong"
2583,Romey-Anne Enterprise,15820244388,19300180083@sjtu.edu.cn,Meah-Jane Tayo,"Jayvn Avenue, Paris"
2584,Ameerat Enterprise,18973913300,19300180084@sjtu.edu.cn,Khloe-Michelle Jasman,"Erland Avenue, Bangkok"
2585,Emma-Marina Enterprise,15895730941,19300180085@sjtu.edu.cn,Abaigh Cushla,"Josie- Road, Hong Kong"
2586,Patrik Enterprise,13734887384,19300180086@sjtu.edu.cn,Casie-Lee Kamla,"Annabe Lane, Beijing"
2587,Kory Enterprise,13724744030,19300180087@sjtu.edu.cn,Sushen Elaya-Rose,"Ruilin Lane, Buenos Aires"
2588,Mhurrin Enterprise,18950417600,19300180088@sjtu.edu.cn,Dilkirat Rumaysa,"Narcis Street, Beijing"
2589,Alicja Enterprise,18963382036,19300180089@sjtu.edu.cn,Abdelmadjid Sochukwukaima,"Kayti Lane, Madrid"
2590,Sammie Enterprise,18654139556,19300180090@sjtu.edu.cn,Elric Hetty,"Aniko Lane, Paris"
2591,Naema Enterprise,13714334551,19300180091@sjtu.edu.cn,Eliam Chloe-Margaret,"Kyra-M Avenue, Manila"
2592,Klaine Enterprise,18645298817,19300180092@sjtu.edu.cn,Lyla-Zion David-Charles,"Mckay Street, London"
2593,Zhe Enterprise,13739425061,19300180093@sjtu.edu.cn,Elska Kalman,"Daxon Road, London"
2594,Sankara Enterprise,13720163772,19300180094@sjtu.edu.cn,Shika Gerard,"Elaiya Lane, Seoul"
2595,Deran Enterprise,18630975484,19300180095@sjtu.edu.cn,Pippa Abdul,"Cully- Avenue, Manila"
2596,Kolle Enterprise,19195999295,19300180096@sjtu.edu.cn,Izrael Marly,"Akeem Avenue, Sao Paulo"
2597,Izrael Enterprise,18959446370,19300180097@sjtu.edu.cn,Zahir Evan,"Alisha Street, London"
2598,Jones Enterprise,18634002215,19300180098@sjtu.edu.cn,Phuabong Doltyn,"Alessi Road, Seoul"
2599,Almuthanna Enterprise,18669266623,19300180099@sjtu.edu.cn,Orevaoghene Arto,"Abdulr Road, London"
2600,Eisei Enterprise,19177971337,19300180100@sjtu.edu.cn,Emma-Jayne Meggan,"Fryder Road, Guangzhou"
2601,Mofiolaoluwadara Enterprise,19149471971,19300180101@sjtu.edu.cn,Ally-May Yago,"Scarle Lane, Shanghai"
2602,Trevor-Jay Enterprise,18969764046,19300180102@sjtu.edu.cn,Anshdeep Damien-James,"Jessic Road, Beijing"
2603,Yaamn Enterprise,15837281075,19300180103@sjtu.edu.cn,Atia Theobault,"Deeba Avenue, Sao Paulo"
2604,Tehyah Enterprise,15881035512,19300180104@sjtu.edu.cn,Rheegan Branna,"Sonya Road, Madrid"
2605,Yashfa Enterprise,15828234330,19300180105@sjtu.edu.cn,Ayia Alia-May,"Gordon Lane, Tokyo"
2606,Kailer Enterprise,19180885838,19300180106@sjtu.edu.cn,Vaishnavi Beth,"Graham Avenue, Beijing"
